"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"1","WBGene00000001",734.634939591326,494.624103669622,974.64577551303,1.97047771890234,0.978545436351746,0.00778408697755533,0.0614055368333971
"2","WBGene00000002",306.257523063956,380.634213031917,231.880833095994,0.60919598175099,-0.715021669029063,0.0110250291191748,0.0820910817578517
"3","WBGene00000003",146.558750433312,188.43001160221,104.687489264413,0.555577576917081,-0.847939721491987,0.0202540881600945,0.136270678964001
"4","WBGene00000004",706.168716373091,1027.81270926999,384.524723476196,0.374119448035731,-1.41842913072162,2.41551351280087e-05,0.000339705327860237
"5","WBGene00000005",7.31496132726524,8.64930407271321,5.98061858181728,0.691456622583649,-0.532289345820131,0.128990333595821,0.553139688392523
"6","WBGene00000006",961.668587724867,1070.85433176526,852.482843684474,0.796077317331471,-0.329019538598702,0.252443713469565,0.828115520873467
"7","WBGene00000007",222.220268923695,324.259661533715,120.180876313674,0.370631597360062,-1.43194221457056,7.5694238946683e-05,0.000986394380920429
"8","WBGene00000008",83.284870226728,57.7690125407216,108.800727912734,1.88337524093978,0.913320469049145,0.382372231878472,1
"9","WBGene00000009",175.369635674735,143.558319282123,207.180952067347,1.44318318230093,0.529254431793225,0.596032796569743,1
"10","WBGene00000010",1104.1388613568,864.011579858789,1344.26614285481,1.55584273890694,0.637696243315782,0.0629755242661866,0.333042046529918
"11","WBGene00000012",2.50873433479149,4.77246449889675,0.245004170686225,0.0513370336736634,-4.28385625241089,0.718855761354662,1
"12","WBGene00000013",324.632695812663,197.654988492972,451.610403132354,2.28484191861625,1.192094352978,0.0607821718931147,0.32435516126034
"13","WBGene00000014",1.21032597239909,0.460618579308366,1.9600333654898,4.25521994452082,2.08923370410129,0.870769715117392,1
"14","WBGene00000015",3.88967871755063,4.29903980282017,3.48031763228109,0.809556968976655,-0.304795487530369,1,1
"15","WBGene00000016",516.984260571895,560.095771703078,473.872749440713,0.846056644919515,-0.24117383744199,0.57550439608691,1
"16","WBGene00000017",752.320515076824,742.883506927021,761.757523226627,1.02540642795757,0.0361958466877517,0.720931730303969,1
"17","WBGene00000018",373.354390285581,443.379383066784,303.329397504378,0.68413058678168,-0.547656361997535,0.499836454323976,1
"18","WBGene00000019",8.99906117488755,13.588047277423,4.41007507235206,0.32455547013584,-1.62346302297791,0.904548481277957,1
"19","WBGene00000020",410.919525288171,414.258766884907,407.580283691435,0.983878474694231,-0.0234479650781696,0.947414761876853,1
"20","WBGene00000021",0,0,0,NA,NA,NA,NA
"21","WBGene00000022",664.714339326932,1010.94669772425,318.481980929617,0.315033405466931,-1.66642327787417,0.0647608125654442,0.340544281580527
"22","WBGene00000023",5.66662900409199,7.51056374121051,3.82269426697346,0.508975677284824,-0.974331379841777,0.793362400009224,1
"23","WBGene00000024",4.53060149723241,7.10116962897502,1.9600333654898,0.276015567561187,-1.85717845610874,0.883384344250626,1
"24","WBGene00000025",1.63420734912735,2.53340218619601,0.735012512058676,0.290128632580965,-1.78523541381486,0.896779036530149,1
"25","WBGene00000026",0.806082513789641,1.61216502757928,0,0,-Inf,0.846994155409657,1
"26","WBGene00000027",0.345463934481275,0.69092786896255,0,0,-Inf,0.932279164534556,1
"27","WBGene00000028",0,0,0,NA,NA,NA,NA
"28","WBGene00000029",2.29123116190552,4.33745815312482,0.245004170686225,0.0564856563537605,-4.14597162551188,0.803159626067886,1
"29","WBGene00000030",4.97609645254225,5.29711366204621,4.65507924303828,0.878795423324951,-0.186400738512142,0.988296727620798,1
"30","WBGene00000031",237.177449606326,425.635171392729,48.7197278199227,0.114463585470406,-3.12703939103604,0.661203281439924,1
"31","WBGene00000032",0,0,0,NA,NA,NA,NA
"32","WBGene00000033",77.28767651357,139.528007119262,15.0473459078785,0.107844627172355,-3.21297379177687,0.715308513908924,1
"33","WBGene00000034",196.810346649364,360.879641837425,32.7410514613024,0.0907256815446854,-3.46234520029172,0.603893929008093,1
"34","WBGene00000035",263.735576631081,348.723269079784,178.747884182378,0.512578023984635,-0.964156468321902,0.109994012034675,0.499252896353626
"35","WBGene00000036",1740.57350162611,2119.51852040398,1361.62848284824,0.642423488985936,-0.638403451683437,0.0317723552692667,0.196280778956252
"36","WBGene00000037",225.420949423905,312.386228218017,138.455670629793,0.443219508809983,-1.17390671024217,0.025845775669555,0.16565639954351
"37","WBGene00000038",81.6720288238056,93.2618537566547,70.0822038909565,0.75145626071105,-0.412238961859091,0.665527714877493,1
"38","WBGene00000039",592.960276768564,1031.32756376734,154.592989769789,0.149897079454636,-2.73795582032313,1.11575536949083e-27,1.44850241435995e-25
"39","WBGene00000040",861.850347751749,671.960248581606,1051.74044692189,1.56518253742232,0.646330919443632,0.00497462454579875,0.0419567792201895
"40","WBGene00000041",15309.1160709569,15993.6703626791,14624.5617792348,0.914396848728417,-0.129107663263798,0.393766859966231,1
"41","WBGene00000042",97.8982814123233,104.879566361336,90.9169964633108,0.866870445955883,-0.206111696530137,0.672670386550477,1
"42","WBGene00000043",22.2057061347094,25.3466271665546,19.0647851028642,0.752162604420229,-0.410883513793113,0.745101501113082,1
"43","WBGene00000044",283.247240071351,482.442319490618,84.0521606520839,0.174222196636542,-2.52099965385847,0.000172895652145713,0.00208432916243761
"44","WBGene00000045",20.9228288984273,19.1026641123552,22.7429936844993,1.19056659064584,0.251648315532884,0.878621397336397,1
"45","WBGene00000046",34.484635368855,23.0435342700128,45.9257364676972,1.9929988138782,0.99494085156556,0.392310726822535,1
