"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"1","WBGene00000001",761.744627290934,548.843479068838,974.64577551303,1.77581735537171,0.828483206660052,0.0109998368822377,0.0458908940646394
"2","WBGene00000002",290.792412670233,349.703992244472,231.880833095994,0.66307745475748,-0.59275069201886,0.0307958167508538,0.110097664738516
"3","WBGene00000003",736.57701839365,1368.46654752289,104.687489264413,0.0764998526664113,-3.70839922050071,1.10836674377812e-20,3.9213139087342e-19
"4","WBGene00000004",627.128212511164,869.731701546131,384.524723476196,0.442118785359465,-1.1774940600544,0.00176894378230161,0.00918846895002927
"5","WBGene00000005",179.742778402545,353.504938223272,5.98061858181728,0.0169180623384671,-5.88529184677567,1.46428869333066e-37,1.14880103849488e-35
"6","WBGene00000006",982.421858219706,1112.36087275494,852.482843684474,0.766372554594774,-0.383882198817187,0.320437628513454,0.693108961850793
"7","WBGene00000007",639.328591089282,1158.47630586489,120.180876313674,0.103740469878622,-3.26894928556381,4.38777878730822e-19,1.3841551777613e-17
"8","WBGene00000008",92.2436186659445,75.6865094191545,108.800727912734,1.43751810920745,0.523580130595596,0.43201342438283,0.841461582039876
"9","WBGene00000009",114.55449935531,21.9280466432735,207.180952067347,9.44821741023156,3.24004216256045,4.1434469747691e-05,0.000302024455013759
"10","WBGene00000010",1004.07623444302,663.886326031228,1344.26614285481,2.0248438477276,1.01781065427114,0.000518596760856669,0.00304973768054041
"11","WBGene00000012",0.122502085343113,0,0.245004170686225,Inf,Inf,1,1
"12","WBGene00000013",229.947872892641,8.28534265292869,451.610403132354,54.5071485936335,5.7683735461396,1.16787056982487e-17,3.31614858393046e-16
"13","WBGene00000014",1.18214503729555,0.404256709101298,1.9600333654898,4.84848691774875,2.27753459125036,0.803789081132785,1
"14","WBGene00000015",37.7642583347619,72.0481990372428,3.48031763228109,0.0483054077518587,-4.37167148311381,0.00401809920895971,0.0190379116245691
"15","WBGene00000016",454.027437292734,434.182125144756,473.872749440713,1.09141468982106,0.126199366808691,0.554708860265814,0.976539771197954
"16","WBGene00000017",815.159208576364,868.5608939261,761.757523226627,0.877034101527763,-0.189295155126707,0.547115663908185,0.969813886640066
"17","WBGene00000018",598.223688350298,893.117979196217,303.329397504378,0.339629706903188,-1.55796544009685,0.0035829720035442,0.017168141085394
"18","WBGene00000019",2.40716589072668,0.404256709101298,4.41007507235206,10.9090955649347,3.44745959269267,0.275741557065232,0.62398196096402
"19","WBGene00000020",625.156725388848,842.73316708626,407.580283691435,0.483640966808793,-1.04799164163888,0.287731054944627,0.643257462901411
"20","WBGene00000021",0,0,0,NA,NA,NA,NA
"21","WBGene00000022",777.168346932557,1235.8547129355,318.481980929617,0.257701797465444,-1.95622549488254,0.0344093221029464,0.12099343121298
"22","WBGene00000023",6.76996971080329,9.71724515463311,3.82269426697346,0.393392798693653,-1.34595754648303,0.627315471179746,1
"23","WBGene00000024",84.9310249676824,167.902016569875,1.9600333654898,0.0116736737624239,-6.42059753406313,0.652676281815879,1
"24","WBGene00000025",0.367506256029338,0,0.735012512058676,Inf,Inf,0.839435736639251,1
"25","WBGene00000026",0,0,0,NA,NA,NA,NA
"26","WBGene00000027",0.8840715657031,1.7681431314062,0,0,-Inf,0.999223594561552,1
"27","WBGene00000028",0,0,0,NA,NA,NA,NA
"28","WBGene00000029",222.402530747305,444.560057323924,0.245004170686225,0.000551116022795781,-10.8253563077737,0.522019687751502,0.945469926656605
"29","WBGene00000030",252.578621776128,500.502164309218,4.65507924303828,0.00930081740897788,-6.74842677058586,0.727291301299975,1
"30","WBGene00000031",1143.23121427004,2237.74270072016,48.7197278199227,0.0217718184509074,-5.52139427877856,0.553836352972792,0.975694456692016
"31","WBGene00000032",0,0,0,NA,NA,NA,NA
"32","WBGene00000033",530.477168754482,1045.90699160108,15.0473459078785,0.0143868871981091,-6.11910171094475,0.582940862295601,1
"33","WBGene00000034",501.977585698068,971.214119934834,32.7410514613024,0.0337114656688674,-4.89061683723042,0.55228904548807,0.974421185387538
"34","WBGene00000035",403.5429741589,628.338064135422,178.747884182378,0.284477249406067,-1.81361481487381,0.000825074457894628,0.00462899911784671
"35","WBGene00000036",1609.8826818751,1858.13688090197,1361.62848284824,0.732792345301966,-0.448523661666168,0.13870920770711,0.376222841512472
"36","WBGene00000037",247.595273912799,356.734877195806,138.455670629793,0.388119243394856,-1.3654281295247,0.00726468568884188,0.0319263481064632
"37","WBGene00000038",109.186142675728,148.2900814605,70.0822038909565,0.472602099889091,-1.0813020553072,0.24619031829297,0.577119019327835
"38","WBGene00000039",1402.71587493891,2650.83876010803,154.592989769789,0.0583185186878319,-4.09990211463765,1.16287320007877e-59,2.00711914333595e-57
"39","WBGene00000040",5543.67272672427,10035.6050065266,1051.74044692189,0.104800901015723,-3.25427697452605,1.42512264588875e-37,1.12907093820511e-35
"40","WBGene00000041",16922.8749629879,19221.1881467409,14624.5617792348,0.760856283575504,-0.394304122832098,0.218827158765739,0.529250271686049
"41","WBGene00000042",94.636024932271,98.3550534012311,90.9169964633108,0.924375447110203,-0.113449154859818,0.915580647938296,1
"42","WBGene00000043",35.0987495766173,51.1327140503704,19.0647851028642,0.372849074353528,-1.42333633503743,0.15918482600424,0.418512518229859
"43","WBGene00000044",68.7371913991315,53.4222221461792,84.0521606520839,1.57335575487841,0.653844918540582,0.2103679513754,0.514819847785615
"44","WBGene00000045",16.7439423158678,10.7448909472362,22.7429936844993,2.11663327214589,1.08177132967251,0.584356148803855,1
"45","WBGene00000046",56.3612190269595,66.7967015862217,45.9257364676972,0.687544974184329,-0.540474007674654,0.489916261317341,0.90993502322629
"46","WBGene00000047",229.240821723571,425.892942724531,32.5887007226097,0.0765185272010675,-3.70804708425804,8.74039024898645e-13,1.69368716901771e-11
"47","WBGene00000048",46.9492060105829,71.2056775793404,22.6927344418254,0.318692767392603,-1.64976181679835,0.0679621350304325,0.212120515483773
"48","WBGene00000049",17.6068049929247,22.6194518061749,12.5941581796745,0.556784412265749,-0.844809272820139,0.72720767966295,1
"49","WBGene00000050",65.4771136703997,85.9629673451857,44.9912599956136,0.523379559653292,-0.934070513188967,0.264188241371016,0.6067716628162
"50","WBGene00000051",139.934217655913,171.801146900479,108.067288411347,0.629025418985987,-0.668809777140411,0.310161868538679,0.678442236930265
"51","WBGene00000053",42.9343231895666,31.1730190094058,54.6956273697274,1.75458229930261,0.811127619447748,0.322404232442261,0.695959967190888
"52","WBGene00000054",235.423222666427,288.619816528866,182.226628803988,0.631372547441706,-0.663436562349769,0.123931421669689,0.344888371699017
"53","WBGene00000055",229.27463534869,356.991857377202,101.557413320179,0.284481035691725,-1.81359561327086,1.03194774618157e-05,8.45574273948164e-05
"54","WBGene00000056",64.6066237150879,57.0265244883911,72.1867229417847,1.26584468524782,0.340100401947456,0.473506209354598,0.890291553560066
