"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"1","WBGene00000001",521.73379136923,548.843479068838,494.624103669622,0.901211588609554,-0.150062229691694,0.77728003714604,1
"2","WBGene00000002",365.169102638195,349.703992244472,380.634213031917,1.08844686212739,0.122270977010203,0.692431868782519,1
"3","WBGene00000003",778.448279562549,1368.46654752289,188.43001160221,0.137694276811731,-2.86045949900872,1.27656000998318e-13,3.32744322424012e-12
"4","WBGene00000004",948.772205408059,869.731701546131,1027.81270926999,1.18175836001244,0.240935070667225,0.22082945797034,0.560867526335911
"5","WBGene00000005",181.077121147993,353.504938223272,8.64930407271321,0.0244672793432106,-5.35300250095554,3.40118455740873e-32,2.85345974678374e-30
"6","WBGene00000006",1091.6076022601,1112.36087275494,1070.85433176526,0.962686083261019,-0.0548626602184857,0.861932440468238,1
"7","WBGene00000007",741.367983699303,1158.47630586489,324.259661533715,0.279901850294323,-1.83700707099325,4.7591779467708e-08,6.98858708908808e-07
"8","WBGene00000008",66.727760979938,75.6865094191545,57.7690125407216,0.763266967707479,-0.389740338453549,0.891237717464553,1
"9","WBGene00000009",82.7431829626982,21.9280466432735,143.558319282123,6.54679012761767,2.71078773076722,0.000392948017310192,0.00294988269441298
"10","WBGene00000010",763.948952945008,663.886326031228,864.011579858789,1.30144506066864,0.380114410955361,0.148058645752935,0.418905925436837
"11","WBGene00000012",2.38623224944838,0,4.77246449889675,Inf,Inf,0.556252606812155,0.992393656071046
"12","WBGene00000013",102.97016557295,8.28534265292869,197.654988492972,23.8559823983991,4.57627919316161,1.19390579755573e-12,2.86329436510113e-11
"13","WBGene00000014",0.432437644204832,0.404256709101298,0.460618579308366,1.13942098903533,0.188300887149076,0.993506379004632,1
"14","WBGene00000015",38.1736194200315,72.0481990372428,4.29903980282017,0.0596689419064858,-4.06687599558344,0.0039765971480343,0.0224831423777872
"15","WBGene00000016",497.138948423917,434.182125144756,560.095771703078,1.29000191225362,0.367373204250681,0.239546294972488,0.593465297038636
"16","WBGene00000017",805.72220042656,868.5608939261,742.883506927021,0.855303884991888,-0.225491001814458,0.739239858196947,1
"17","WBGene00000018",668.248681131501,893.117979196217,443.379383066784,0.496439880726412,-1.01030907809931,0.0289927516344537,0.118228804443843
"18","WBGene00000019",6.99615199326217,0.404256709101298,13.588047277423,33.6124224323465,5.07092261567058,0.162245548661235,0.447206966263958
"19","WBGene00000020",628.495966985583,842.73316708626,414.258766884907,0.491565756593159,-1.02454367656072,0.269548441515126,0.643679337466199
"20","WBGene00000021",0,0,0,NA,NA,NA,NA
"21","WBGene00000022",1123.40070532987,1235.8547129355,1010.94669772425,0.818014194664491,-0.289802217008371,0.799825739881935,1
"22","WBGene00000023",8.61390444792181,9.71724515463311,7.51056374121051,0.772910801538184,-0.371626166641254,0.880703588970224,1
"23","WBGene00000024",87.501593099425,167.902016569875,7.10116962897502,0.0422935338958229,-4.56341907795439,0.758807609215589,1
"24","WBGene00000025",1.26670109309801,0,2.53340218619601,Inf,Inf,0.710683632550463,1
"25","WBGene00000026",0.806082513789641,0,1.61216502757928,Inf,Inf,0.804012714643862,1
"26","WBGene00000027",1.22953550018437,1.7681431314062,0.69092786896255,0.390764670964763,-1.35562805574872,1,1
"27","WBGene00000028",0,0,0,NA,NA,NA,NA
"28","WBGene00000029",224.448757738524,444.560057323924,4.33745815312482,0.00975674283298102,-6.67938468226185,0.671477756697865,1
"29","WBGene00000030",252.899638985632,500.502164309218,5.29711366204621,0.0105835979138215,-6.56202603207372,0.746721162417758,1
"30","WBGene00000031",1331.68893605645,2237.74270072016,425.635171392729,0.190207377843641,-2.39435488774252,0.860857378716646,1
"31","WBGene00000032",0,0,0,NA,NA,NA,NA
"32","WBGene00000033",592.717499360173,1045.90699160108,139.528007119262,0.13340383823773,-2.90612791916788,0.835907255915569,1
"33","WBGene00000034",666.04688088613,971.214119934834,360.879641837425,0.371575777606734,-1.4282716369387,0.931903022639304,1
"34","WBGene00000035",488.530666607603,628.338064135422,348.723269079784,0.554993066605982,-0.84945834655191,0.0800400977082105,0.26417069473436
"35","WBGene00000036",1988.82770065298,1858.13688090197,2119.51852040398,1.14066866773299,0.189879790017269,0.474860579210913,0.915271869037372
"36","WBGene00000037",334.560552706911,356.734877195806,312.386228218017,0.875681768695002,-0.191521419282527,0.703698971788017,1
"37","WBGene00000038",120.775967608577,148.2900814605,93.2618537566547,0.628914980948993,-0.669063093448107,0.487175307923746,0.929152935012238
"38","WBGene00000039",1841.08316193768,2650.83876010803,1031.32756376734,0.389057071025063,-1.36194629431452,2.22262011192948e-11,4.73383703002124e-10
"39","WBGene00000040",5353.78262755412,10035.6050065266,671.960248581606,0.0669576222006145,-3.90060789396968,9.3156872910057e-50,1.23193385548345e-47
"40","WBGene00000041",17607.42925471,19221.1881467409,15993.6703626791,0.832085417435077,-0.265196459568301,0.663611493281749,1
"41","WBGene00000042",101.617309881283,98.3550534012311,104.879566361336,1.0663363267517,0.0926625416703189,0.775497251737666,1
"42","WBGene00000043",38.2396706084625,51.1327140503704,25.3466271665546,0.495702753849245,-1.01245282124432,0.292654045848269,0.679905299243767
"43","WBGene00000044",267.932270818399,53.4222221461792,482.442319490618,9.03074226621483,3.17484457239905,2.6454827767932e-07,3.5384465917942e-06
"44","WBGene00000045",14.9237775297957,10.7448909472362,19.1026641123552,1.77783694652283,0.830123014139624,0.708413889312349,1
"45","WBGene00000046",44.9201179281173,66.7967015862217,23.0435342700128,0.344980122113784,-1.53541485924021,0.118546368537022,0.355335490888216
"46","WBGene00000047",332.488493530426,425.892942724531,239.08404433632,0.561371228193748,-0.832972971197065,0.0153978495211788,0.0702979254422144
"47","WBGene00000048",53.5859717456751,71.2056775793404,35.9662659120097,0.50510390652395,-0.985347895127877,0.21394286348693,0.547475741296443
"48","WBGene00000049",22.3644714004013,22.6194518061749,22.1094909946278,0.977454766989188,-0.0328981535418454,0.936316751924467,1
"49","WBGene00000050",62.1481783687892,85.9629673451857,38.3333893923926,0.445929108501621,-1.16511371869309,0.135373402595316,0.392942117379533
"50","WBGene00000051",183.173429788516,171.801146900479,194.545712676554,1.13238890535027,0.179369519532421,0.733821782431261,1
"51","WBGene00000053",44.0870330841909,31.1730190094058,57.0010471589759,1.82853791420642,0.870690540855105,0.348525140087116,0.759443398235988
"52","WBGene00000054",265.323529393982,288.619816528866,242.027242259099,0.838567653357553,-0.254000913690279,0.437385909046601,0.873170933690048
"53","WBGene00000055",306.841028736779,356.991857377202,256.690200096357,0.719036568459138,-0.475862950379843,0.224410419308664,0.56713179494255
"54","WBGene00000056",76.1102476898284,57.0265244883911,95.1939708912657,1.66929287283928,0.739237093780882,0.257595383295921,0.624822293969701
"55","WBGene00000057",114.977986128397,46.3496496205544,183.606322636241,3.961331404646,1.98598540203506,0.0107443045923795,0.0524838490592747
"56","WBGene00000058",96.479999589353,86.0460675607872,106.913931617919,1.2425196717141,0.313268692881904,0.633442923787494,1
"57","WBGene00000059",87.0675284562964,75.5504772603554,98.5845796522373,1.30488361195263,0.383921132506308,0.463462094601699,0.903343929414769
"58","WBGene00000060",79.8565962220962,45.8773768320535,113.835815612139,2.48130611366176,1.31109972854725,0.109541263141228,0.334206510212035
"59","WBGene00000061",91.3869642138741,127.525712768628,55.24821565912,0.43323196914302,-1.20678838836231,0.216633890082235,0.552248907117717
"60","WBGene00000062",53.0769647634221,46.9390306643564,59.2148988624878,1.26152794432232,0.335172164053976,0.519831520008242,0.960809885410054
"61","WBGene00000063",13867.8730427318,5148.77632976067,22586.969755703,4.38686171414109,2.13318922938716,3.68673228156847e-26,2.3449821335509e-24
"62","WBGene00000064",8116.30962406625,7229.15840648596,9003.46084164655,1.24543692853219,0.316651962407475,0.0427318402457389,0.161404580382767
"63","WBGene00000065",23235.6785058112,13060.2833131345,33411.0736984879,2.55821967237777,1.35514015266474,9.04493309792844e-13,2.18487873088969e-11
"64","WBGene00000066",62170.8760987599,43170.8197247231,81170.9324727967,1.88022680575397,0.910906700094651,3.12187240566711e-07,4.13780676101076e-06
