"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"12927","WBGene00015141",4300.35291113,3872.18877382582,4728.51704843419,1.22114838005749,0.28823851086346,0.101639740217816,0.385929609973676
"12928","WBGene00015142",291.763382998654,434.722139079675,148.804626917633,0.34229824879096,-1.54667418339576,0.0177298943872796,0.101173212636301
"12929","WBGene00015143",2503.45454180935,2936.56651859751,2070.34256502118,0.705021511315865,-0.50426081780818,0.0476732003872724,0.219490995310798
"12930","WBGene00015145",335.126713127996,306.119963275523,364.133462980468,1.18951230453641,0.250370195345935,0.412045525110963,0.943712894730205
"12931","WBGene00015146",761.752987073487,724.29802048743,799.207953659545,1.10342418597486,0.141987508389133,0.407362123339203,0.939357900822606
"12932","WBGene00015147",260.835807055554,328.176362543004,193.495251568104,0.589607520994898,-0.76217316741361,0.0381258802623927,0.184722574792438
"12933","WBGene00015148",999.445232737273,1077.85177595362,921.038689520924,0.854513310706419,-0.226825130030328,0.642035183743957,1
"12934","WBGene00015149",2.51922675884683,3.57029430251216,1.46815921518149,0.411215180257956,-1.28203457140948,0.88820787548424,1
"12935","WBGene00015150",350.500847219584,276.087858546726,424.913835892442,1.53905295991322,0.622042876688595,0.0532914873654734,0.239408046678743
"12936","WBGene00015151",1.10111941138612,0,2.20223882277224,Inf,Inf,0.725118860202867,1
"12937","WBGene00015152",97.3660431926346,12.0256771539396,182.70640923133,15.1930246332511,3.92533720560998,3.81792154492087e-08,8.6270054673859e-07
"12938","WBGene00015153",73.9671662819805,43.5009287533475,104.433403810613,2.40071664682739,1.26346513437192,0.0450909664398605,0.209993250051708
"12939","WBGene00015154",0,0,0,NA,NA,NA,NA
"12940","WBGene00015155",253.316578513358,229.076972035674,277.556184991043,1.21162848681193,0.276947403103278,0.490276330641688,1
"12941","WBGene00015156",763.641875880766,848.355463072645,678.928288688887,0.800287518901437,-0.321409685423027,0.102042729682352,0.386822505545865
"12942","WBGene00015157",1785.57002480358,1132.51364659818,2438.62640300898,2.15328655008624,1.10654031991394,0.000131067654192852,0.00146643072516352
"12943","WBGene00015158",112.654463048595,132.679025867846,92.6299002293432,0.698150288815104,-0.518390460186866,0.418266661022283,0.951555621680148
"12944","WBGene00015159",1085.79028969098,1041.30274663628,1130.27783274568,1.08544593433256,0.11828786762708,0.531064892053852,1
"12945","WBGene00015160",1095.32468874271,1474.27950625535,716.369871230077,0.485911842490199,-1.04123350109509,5.54724021899216e-06,8.52920564158314e-05
"12946","WBGene00015161",705.553693463236,774.078092484402,637.029294442071,0.822952232632662,-0.281119401474905,0.252661913379829,0.709978767024253
"12947","WBGene00015162",1319.44608133102,1311.73101125559,1327.16115140645,1.01176318926552,0.0168716559892375,0.737037204689088,1
"12948","WBGene00015163",690.259964010541,650.689566324275,729.830361696807,1.12162604023236,0.165591749181201,0.753789306175167,1
"12949","WBGene00015164",1301.94742647864,1008.13120775217,1595.76364520512,1.58289281487793,0.66256356711155,0.0537449710413559,0.240948082583383
"12950","WBGene00015165",3.97832279065684,1.17876208760413,6.77788349370955,5.75000126402588,2.52356227320548,0.411279799145076,0.942920203988431
"12951","WBGene00015167",75.4929909112611,62.5311623535124,88.4548194690098,1.41457180931551,0.500365415556209,0.686233274663477,1
"12952","WBGene00015168",18192.3902947015,14042.084078053,22342.69651135,1.59112396615474,0.670046241947707,7.8448201280007e-05,0.00092579321203359
"12953","WBGene00015169",609.270444325954,1098.35477483084,120.186113821068,0.10942376413812,-3.19200200501023,0.0490447747087226,0.224549854486817
"12954","WBGene00015170",2.28982701050872,1.21277012730389,3.36688389371355,2.77619296345835,1.47310784808524,0.948174442001139,1
"12955","WBGene00015171",173.5739171769,144.402470431783,202.745363922017,1.40402974627636,0.489573501419388,0.335000714599695,0.842553035879564
"12956","WBGene00015172",782.943319800578,862.851932889799,703.034706711358,0.814780242024616,-0.295517098725331,0.496023705295782,1
"12957","WBGene00015173",1472.22967009063,1525.37766240005,1419.08167778121,0.930314972325216,-0.104208849549088,0.927779864009888,1
"12958","WBGene00015175",5.26312181129554,3.16603759341086,7.36020602918021,2.32473740820331,1.21706776513332,0.786030277625969,1
"12959","WBGene00015176",923.419923225145,827.462741756567,1019.37710469372,1.23193112300108,0.300921597524251,0.369628985820721,0.89131710244779
"12960","WBGene00015177",649.548277013486,870.600551509142,428.496002517831,0.492184391309028,-1.02272918869251,0.0705557825659768,0.297017292526143
"12961","WBGene00015178",1.10111941138612,0,2.20223882277224,Inf,Inf,0.412701431976447,0.94458218512345
"12962","WBGene00015179",43.7015419364446,47.5775038840602,39.8255799888289,0.837067452842384,-0.256584211705284,0.637030260686679,1
"12963","WBGene00015180",0.90107558555298,1.80215117110596,0,0,-Inf,0.763944459952091,1
"12964","WBGene00015181",2235.14314510513,2391.28647909554,2078.99981111473,0.869406417545202,-0.201897349942555,0.824365130328057,1
"12965","WBGene00015182",125.460712259047,229.828988676365,21.0924358417291,0.0917744796389917,-3.44576316050301,7.74888707926307e-13,3.10063106602179e-11
"12966","WBGene00015183",7.75700199771753,5.00219680421658,10.5118071912185,2.10143814860655,1.07137699443336,0.748469993501168,1
"12967","WBGene00015184",1356.84140645178,772.691717324285,1940.99109557928,2.51198641328866,1.32882866107107,3.35564028050372e-09,8.84906146282033e-08
"12968","WBGene00015185",2078.6656398774,2012.44611045635,2144.88516929845,1.06580999021736,0.0919502611693963,0.829775650315686,1
"12969","WBGene00015186",2861.58108113256,2417.12545030428,3306.03671196084,1.36775553438679,0.451810393348877,0.0472964956695725,0.218105168505864
"12970","WBGene00015187",128.213949612078,133.85778795545,122.570111268707,0.915674113108011,-0.127093857980866,0.900171320620267,1
"12971","WBGene00015188",150.109924418556,147.968924967,152.250923870113,1.02893850113507,0.0411567560327697,0.866818270763513,1
"12972","WBGene00015189",121.997297436354,107.418741199958,136.575853672749,1.27143412915736,0.346456720384542,0.613837381152536,1
"12973","WBGene00015190",94.1350964116943,61.7755808785074,126.494611944881,2.04764747082922,1.03396735798229,0.0900312501496795,0.352930767215826
"12974","WBGene00015191",295.182137187099,188.86686866563,401.497405708567,2.12582232418634,1.08802102173871,0.00225586640129963,0.0180104464059093
"12975","WBGene00015192",0.183519901897686,0,0.367039803795373,Inf,Inf,0.958273825450562,1
"12976","WBGene00015193",0,0,0,NA,NA,NA,NA
