"","noDA.24","noDA.26","noDA.34","noDA.60","DA.26","DA.34"
"WBGene00011829",132.0405527,225.9906271,598.0695858,27.93834051,204.4706342,203.6326301
"WBGene00011830",636.8995858,879.0126201,251.3542665,207.7746249,657.8860788,816.0794979
"WBGene00011831",4099.822599,33938.09576,6816.1865,540.8438306,26220.87878,25553.02188
"WBGene00011832",1142.914343,823.7748907,1799.441841,756.5637494,837.5657299,687.6283529
"WBGene00011833",871.3676523,1643.334108,220.8257807,60.82859669,2251.536763,2547.968771
"WBGene00011836",95.86149709,274.7363263,57.30799234,14.11601546,381.7262911,230.9626727
"WBGene00011838",526.3979073,1376.789141,93.36370024,61.46623674,1887.052329,677.0297466
"WBGene00011849",577.9233587,412.1115585,998.8831806,1994.890641,406.9976885,348.399831
"WBGene00011850",508.9468527,765.2514641,1244.736239,887.6300468,1042.866235,1055.016877
"WBGene00011854",297.9177209,373.1876787,107.6046587,129.2381656,321.9739238,367.8257073
"WBGene00011856",9827.269372,12450.00156,7543.119701,3550.2405,11094.97472,17903.35194
"WBGene00011857",3114.852232,959.1596204,1150.730626,1246.539289,1198.786005,1533.366091
"WBGene00011858",943.4424548,573.6373005,764.4805525,1136.369055,449.005862,722.2521575
"WBGene00011859",739.9770922,1368.603126,1069.650155,2778.351444,1103.788062,1567.508306
"WBGene00011862",2935.607164,2027.098941,2877.329697,1461.528914,2349.245283,1869.886305
"WBGene00011864",712.3403595,787.3038538,531.3313171,322.3062482,767.1328722,537.8091771
"WBGene00011868",195.7315532,385.7058758,417.7518246,692.7401244,339.5024382,222.7291358
"WBGene00011869",4256.692301,4418.310257,8761.651149,9585.829171,4052.245376,4839.171125
"WBGene00011870",459.6313739,965.9834406,1516.113001,1042.482198,468.8683639,529.753993
"WBGene00011873",3.974551012,40.40790253,82.87212266,20.28823295,13.62831666,8.011177961
"WBGene00011875",2922.864303,2908.963194,2838.720999,5083.965575,2443.062765,3846.068895
"WBGene00011877",5.591577848,38.28859932,15.71205535,6.077991046,48.19788389,83.34328033
"WBGene00011880",3175.753198,1684.37027,359.4717722,159.9799355,2649.996231,707.4188697
"WBGene00011882",11.95766108,110.6730805,20.36946561,6.813003558,137.2807178,70.83939145
"WBGene00011884",15894.79695,29381.78228,16092.55053,13061.43244,24471.76717,23261.0739
"WBGene00011886",696.7482278,393.5248756,917.6594326,1074.884019,525.9295353,819.7838523
"WBGene00011888",493.5055624,378.8715118,664.884892,219.0227947,428.0642591,569.1226053
"WBGene00011891",6844.476344,1481.958469,9699.580069,4834.150597,349.6266025,330.36438
"WBGene00011893",993.3736429,509.4564956,142.0093816,166.9405708,523.2002073,741.6935033
"WBGene00011894",196.377706,181.7552737,243.8190946,1035.959739,123.1755106,80.74951882
"WBGene00011897",3509.208762,1472.951796,1936.453268,3158.899473,1908.168307,2627.870858
"WBGene00011899",125.0170723,152.6373737,575.9492968,573.9067325,143.3804213,173.9597214
"WBGene00011903",0.589381044,28.96614295,76.56453066,4.410075073,17.0029206,1.547776064
"WBGene00011904",1666.9731,1670.953895,1683.826979,695.6707364,1944.681103,1674.535549
"WBGene00011906",649.8204415,501.480419,132.6309321,5.979045571,544.9134634,420.980821
"WBGene00011916",385.2445747,431.1482168,763.4170423,913.3288205,342.2275378,534.58441
"WBGene00011917",1389.717998,654.9842433,573.5537497,683.0373301,713.3933729,997.0325478
"WBGene00011918",1.768143132,0.367039804,6.819635873,52.3963634,2.68238653,55.43337241
"WBGene00011919",0.808513418,5.569122717,34.89175698,457.9443324,2.595903399,41.33136823
"WBGene00011923",76.52903088,59.40574091,761.2292045,117.4355712,50.31724914,27.5876715
"WBGene00011927",675.6698322,75.56078807,440.7325332,378.1687722,26.0885825,21.66886489
"WBGene00011932",2489.105359,1723.182938,389.1544519,215.752952,1871.311342,868.8901718
"WBGene00011935",298.0649974,698.8878781,3031.302803,766.9292749,438.8845168,453.1107417
"WBGene00011936",2652.745401,6429.180104,3150.808871,3179.195802,4801.124318,4529.927886
"WBGene00011938",1944.231491,7630.751533,395.1420918,155.4316668,12351.44928,9187.108062
"WBGene00011944",3553.087343,1955.813781,3016.619609,11435.06951,2804.136931,2317.265329
"WBGene00011948",47.62659606,1883.775181,279.3107309,34.8000303,1860.23312,32.13072166
"WBGene00011950",17.02787396,234.0672521,2.942796299,0,465.0158123,86.41743011
"WBGene00011952",29.01954308,875.6422376,182.5440174,8.820150145,320.8983464,51.80035911
"WBGene00011959",395.1392646,533.3370393,882.0271298,1119.61769,471.029385,642.54149
"WBGene00011962",1222.254247,2452.552781,1855.180906,2115.409098,1798.711473,1776.896459
"WBGene00011965",771.8757993,2087.905745,620.3191408,688.4415789,2105.973046,1528.134161
"WBGene00011966",3147.592361,1817.822679,2363.090082,8580.41354,2204.300765,1800.121436
"WBGene00011967",839.9870202,824.7383674,1045.019667,2143.528181,848.6016668,892.5578637
"WBGene00011969",511.0512364,559.9032974,686.0603397,1125.079987,497.1147962,808.3402171
"WBGene00011971",1618.671283,2313.119974,367.1089915,265.958435,2423.70401,2171.322928
"WBGene00011975",1214.157868,1102.416308,796.0927388,511.0616282,1262.814883,1264.23261
"WBGene00011979",5.406453514,67.62178205,15.04673972,0,120.7536306,121.0130988
"WBGene00011984",220.5461686,803.7977125,759.5912264,888.3540482,469.6844919,461.244401
"WBGene00011986",56.06689478,90.45236717,185.9222217,227.3231263,57.32696353,153.6594788
"WBGene00011997",417.071151,536.5698028,423.7662816,1082.303202,547.8641086,531.531262
"WBGene00011999",169.5908993,275.694507,102.6272963,11.37071034,279.6614736,925.2105767
"WBGene00012004",859.6708112,1520.876958,1193.580358,1729.536967,1206.619247,1304.738349
"WBGene00012005",1908.567496,2647.79845,3244.534556,2092.744678,3461.225557,1650.70217
"WBGene00012007",2355.557758,1089.9723,778.3645463,829.3818204,476.0482256,921.2557278
"WBGene00012013",317.9528366,309.0721966,302.661612,755.4659883,90.55304707,109.5266589
"WBGene00012015",7413.104813,16851.20776,4170.732456,3533.011634,14376.33658,6515.345666
"WBGene00012018",14321.89142,6150.946152,7026.572685,2614.346282,8767.583942,12753.74898
"WBGene00012019",1560.336543,1703.038115,2842.152436,1320.60118,2277.447723,1163.346132
"WBGene00012020",72.77361224,173.108667,147.4483666,231.1945068,120.2343794,311.6828541
"WBGene00012025",31.815332,180.5482861,17.78483896,6.077991046,31.79999283,22.49289193
"WBGene00012030",3225.900779,1798.930756,4566.767763,9920.274403,2535.565735,2144.028556
"WBGene00012031",4416.404695,5563.906591,5209.058339,3104.877664,7262.203135,3796.392648
"WBGene00012032",886.5791157,3428.204271,33.38163926,12.05860963,9199.651796,1192.977838
"WBGene00012033",2992.248906,2668.126853,2127.692994,1856.268617,2753.047676,2518.703708
"WBGene00012034",97.81860431,77.62538398,1670.146879,186.8817081,24.96394944,37.79149884
"WBGene00012037",2167.351851,1668.718108,1220.323655,2903.872153,1754.535935,2142.020993
"WBGene00012046",75.52414878,119.0796986,0.46061858,0,268.4193714,81.20097017
"WBGene00012059",2369.864439,1354.809096,1747.301294,1705.785643,1795.117666,1922.374342
"WBGene00012062",46.40258157,55.73534287,371.0900873,542.6011769,49.62467935,65.57259228
"WBGene00012070",7.797985728,211.2561009,16.82518345,7.598275312,13.06600013,5.008769753
"WBGene00012085",2071.666974,889.4503339,2379.477895,2664.294099,1272.355159,1430.056669
"WBGene00012086",7.544845314,28.77027017,0.921237159,1.960033366,55.24890181,275.9623242
"WBGene00012091",0.993637753,1.835199019,88.46337541,149.4353181,7.657809316,2.730110563
"WBGene00012094",5650.752359,10224.71027,4736.493104,3650.819546,8078.627718,12743.82509
"WBGene00012095",511.7840542,684.8115411,1237.187659,1762.694173,654.4330963,1253.331167
"WBGene00012097",13638.67866,10596.69262,17376.08395,59303.83575,12515.71708,12717.83328
"WBGene00012100",1414.124243,854.8056537,1375.959502,1202.38191,928.5592972,541.7644268
"WBGene00012101",284.8679627,534.5793242,843.2829406,375.8616431,501.1448949,216.1151167
"WBGene00012103",18.4748606,193.9222945,66.32847299,33.81844061,69.91677789,38.69440158
"WBGene00012104",453.2274429,452.8300442,635.688644,1113.885145,502.0538486,608.1388428
"WBGene00012106",345.1663887,524.6180887,465.8738609,374.1921541,457.014537,737.0339045
"WBGene00012107",277.920178,278.6184845,3141.138291,800.229393,171.9798335,157.7439435
"WBGene00012113",207.4928456,414.9843513,4054.970702,807.2419376,338.3771005,287.4991034
"WBGene00012114",96.14864551,26.94036695,19.8063981,19.55479345,32.96769127,1.547776064
"WBGene00012116",42.77935532,73.11856077,6.179932471,3.087681755,48.71678267,16.93952689
"WBGene00012117",1425.02025,709.8443411,1364.93047,2491.123032,910.2107786,913.4169698
"WBGene00012118",4019.833253,1934.128503,4231.899909,901.2983711,1526.906926,4379.418628
"WBGene00012121",3006.67626,1418.493988,424.1346468,391.9832321,2039.311618,2002.178954
"WBGene00012122",298.4201619,648.3740043,502.7609623,468.744965,533.2400026,586.9364985
"WBGene00012123",1531.261878,1032.414099,83.38376492,13.92127053,689.391309,1408.187249
"WBGene00012124",571.5948484,838.1441746,864.4980115,309.7921594,1064.111057,1098.783455
"WBGene00012125",1067.930208,865.319234,3896.105149,1169.372259,855.9576661,434.4732219
"WBGene00012126",3067.334515,2212.77167,1530.56207,2181.090742,2569.185045,3247.790641
"WBGene00012127",1598.726671,1001.902085,407.3877058,433.9151246,1422.771447,1503.864801
"WBGene00012134",783.5158687,1585.925986,398.2025529,927.1148894,1527.405311,1238.033762
"WBGene00012140",1113.169386,3043.832649,15098.61551,7321.288421,1604.481866,1269.383662
"WBGene00012142",140.3258953,105.730396,137.6723251,327.2597369,102.7972813,99.05053393
"WBGene00012143",754.8364061,101.507677,25.97352446,94.15073693,22.36804604,31.41410675
"WBGene00012144",1118.91153,2676.16461,10788.32722,9882.780176,2080.418942,2611.816836
"WBGene00012148",3771.918301,4776.985761,3776.392731,8230.142134,5280.91246,6268.775542
"WBGene00012152",641.5918705,318.2146676,552.4425334,468.8690787,277.4609108,622.4846082
"WBGene00012156",915.3712971,4578.112011,1596.249635,2494.570548,3292.38801,3902.158606
"WBGene00012158",6815.857484,8157.434622,5418.334855,9697.280898,7399.548337,9949.577236
"WBGene00012163",79.94820888,416.456033,110.2917343,28.13151243,422.8773855,210.7409053
"WBGene00012164",91.67165345,157.3153639,255.2309053,343.4033481,111.9260086,153.2369644
"WBGene00012166",6702.630506,10192.18298,5680.975883,4154.331432,8174.688198,8727.307078
"WBGene00012168",329.0112045,107.1350296,3923.183322,91.85619198,47.54767474,706.0867189
"WBGene00012169",1.397894462,18.56197712,36.31203106,4.655079243,8.479927612,103.4358327
"WBGene00012170",67.40116677,105.4709976,152.6932517,13.77206581,91.76557277,103.5147084
"WBGene00012176",3.974551012,310.7397512,330.6558923,24.45802288,46.59530319,8.921214816
"WBGene00012178",57.4118573,67.1576925,190.1318195,172.6180609,60.57131423,30.05261852
"WBGene00012179",13402.25185,20633.69238,14166.36507,39589.07039,19597.52632,40358.63646
"WBGene00012182",316.6909743,557.5369606,608.011906,518.9818311,615.9262562,725.0389404
"WBGene00012184",1043.229411,802.6260223,6196.823245,1088.723492,533.8054905,1172.081059
"WBGene00012185",363.3656202,169.5847303,399.5852119,1279.961948,97.99588188,338.7045279
"WBGene00012186",10020.19554,24027.1045,527.4524694,140.828789,46053.62279,5966.510311
"WBGene00012187",558.9877446,858.6189904,656.7866526,770.6106295,816.5100827,1402.046083
"WBGene00012188",736.9281628,1149.434497,3233.799663,1879.892528,1047.285331,1792.644114
"WBGene00012192",713.0921012,631.9631051,807.9966037,1066.545935,763.6798896,1347.867187
"WBGene00012194",1280.769171,2008.990509,1644.305834,1816.277805,1846.870167,1700.939684
"WBGene00012199",100.3121606,360.7753735,2.034365257,0.931330451,1030.223488,463.3221036
"WBGene00012201",1795.542092,2354.41551,1139.305207,373.0943929,1926.867339,1906.651218
"WBGene00012202",263.2045758,243.5097147,99.31372505,77.83754896,279.2777613,242.907698
"WBGene00012204",1942.690985,1478.226271,1741.280658,4114.891821,1675.850458,1976.944813
"WBGene00012207",0,0,1.381855738,5.881673108,0,129.3754501
"WBGene00012208",770.198161,1736.274663,865.4834801,877.8360949,1427.633883,2021.327727
"WBGene00012216",344.8378276,595.4567708,1965.178702,828.4001538,391.3777932,373.9954092
"WBGene00012220",143.1367684,153.6608532,294.7814782,449.284398,139.7040073,273.9559627
"WBGene00012221",283.7536519,384.1724177,460.1669514,737.8005198,314.6694468,545.1818148
"WBGene00012222",186.4714967,852.1886887,575.5899223,193.98211,2088.374609,663.7156984
"WBGene00012225",302.2737649,365.580439,442.8929515,52.3963634,293.8549258,206.1051117
"WBGene00012235",237.755327,409.8122699,264.3794471,179.1452391,475.9624472,561.6702909
"WBGene00012239",122.7917405,172.5016388,559.046875,198.382747,133.0419873,131.302936
"WBGene00012244",1670.018739,2273.347352,2231.015034,6692.438944,2156.519716,2783.120917
"WBGene00012251",307.7142265,908.36701,352.7803984,289.7788178,669.7960087,1434.192275
"WBGene00012252",587.2366221,1006.32602,1128.019248,1263.378588,681.2940366,520.2461792
"WBGene00012253",6024.733143,12433.86105,2972.92628,2265.94099,10818.66894,13717.43611
"WBGene00012255",3530.002758,7745.997093,252.838772,57.40011132,6723.208228,1446.467472
"WBGene00012256",3263.031519,15340.65194,332.6144249,57.10170188,17906.03971,2416.099837
"WBGene00012257",2604.316605,11585.82969,213.4684887,57.20379338,13028.06939,1789.967147
"WBGene00012258",2303.01508,2721.571797,3359.041913,1758.3939,2447.099911,2470.979077
"WBGene00012259",736.1045653,211.137868,306.2451158,186.3964187,263.9176678,351.517186
"WBGene00012261",4917.213216,16786.76216,323.5043015,69.25925698,26077.95473,2684.952685
"WBGene00012271",41.53257715,121.982493,15.69924924,12.44967249,236.5738466,42.62824897
"WBGene00012274",2378.576527,1042.355924,3045.290049,1001.94168,1328.371486,761.2545273
"WBGene00012276",760.6054287,929.3306211,2052.785272,2936.34169,951.4914213,1917.755946
"WBGene00012279",120.0979757,88.59246239,540.1743194,662.9171009,57.8889277,111.6475667
"WBGene00012280",219.6507151,200.3754807,773.4233932,280.829835,234.3662364,218.9027006
"WBGene00012282",101.8233236,50.64090133,110.087238,201.8725027,44.39015955,41.42451214
"WBGene00012289",2955.593188,1889.134341,3321.226345,1524.980276,1885.880049,1215.527002
"WBGene00012290",45.37109601,73.01973777,139.9243943,114.1939657,44.5620687,21.84801862
"WBGene00012291",603.2519344,892.2490092,2118.830605,227.1707756,510.1412546,523.0690332
"WBGene00012293",271.0895015,44.92531734,69.65525197,39.11273291,30.63229438,121.2996647
"WBGene00012296",8.504475026,15.69448015,43.57907778,21.81166324,8.09057734,138.8412602
"WBGene00012306",1084.172332,723.7477379,1267.445409,530.0243219,771.8029612,1018.077942
"WBGene00012308",72.48646379,2.417521555,17.37544485,12.25178155,27.8196546,18.93875432
"WBGene00012310",2.391532215,1851.590484,58.71546031,12.25492757,53.12918418,1.275478418
"WBGene00012311",1.987275506,4.575644671,102.4234025,201.8693567,0.302867143,0
"WBGene00012312",1.768143132,7.511963101,189.774453,395.286108,1.817202854,4.736472108
"WBGene00012315",1152.098978,1485.293531,2726.840503,3174.587836,1464.44144,2688.297931
"WBGene00012316",5758.573983,2802.359278,3872.982971,8731.335724,4337.952212,6909.793136
"WBGene00012317",1773.046879,2304.424027,359.9325917,443.0477642,1504.985391,790.2393576
"WBGene00012319",665.9224188,616.478612,1333.005716,1485.29125,595.5028473,788.5346311
"WBGene00012322",34.42599659,89.75181167,902.3161441,210.0267757,44.73538733,51.52806146
"WBGene00012324",393.3031054,514.1150759,111.1747539,94.20099616,1042.949546,582.9808483
"WBGene00012330",1554.439168,3793.086215,792.321561,828.5289863,2712.48145,2859.476802
"WBGene00012337",1567.379223,1685.725468,1119.32771,972.456468,2038.342961,2197.562578
"WBGene00012339",1038.975116,634.5252908,1176.358788,2723.376206,1030.751549,1810.747377
"WBGene00012342",2782.130036,1323.365427,1401.914397,1147.011045,1777.676692,1929.633635
"WBGene00012343",2702.702917,3419.706138,1322.719438,1456.781182,3628.143484,2990.222076
"WBGene00012344",9943.000328,6886.003351,5093.766441,15795.4209,7262.197145,8969.628176
"WBGene00012346",30.04718887,357.0414498,2.507789953,6.715631094,634.265613,688.5950621
"WBGene00012351",4969.267427,4105.661069,6296.068924,20674.38333,4380.273471,4301.92762
"WBGene00012352",503.906808,1209.207278,210.1811322,396.6932897,1185.988264,706.3661507
"WBGene00012354",12628.08873,18021.61138,12419.23191,16121.08328,15794.47232,26446.48403
"WBGene00012356",143.9982138,202.0606959,502.1214597,720.2434349,239.9053852,319.3860638
"WBGene00012358",1841.623242,4172.732351,4834.548215,2829.723747,3523.98933,2748.897424
"WBGene00012359",1826.888442,1507.125342,1041.694896,1153.098396,1815.369871,2066.773298
"WBGene00012361",3075.702958,2578.655623,1450.489668,1974.680982,2492.561772,5812.600188
"WBGene00012362",2614.310845,2034.91969,4609.29212,4478.409491,2578.894841,2485.791363
"WBGene00012363",482.0923048,1282.777564,254.1954171,271.2354242,914.7993178,533.1872512
"WBGene00012364",768.5018737,1474.502939,1455.753986,2459.49083,799.8442854,935.4005367
"WBGene00012366",585.6684125,611.0312447,770.2380839,1089.268479,576.6396584,652.4587515
"WBGene00012369",1103.436782,1360.374743,1698.376489,2178.163276,1318.552656,1103.49139
"WBGene00012371",391.9959907,506.670161,149.9167341,284.8897455,437.2748887,727.0243002
"WBGene00012375",2324.142293,2622.398659,1666.928975,2039.095057,2402.564699,3429.631925
"WBGene00012376",5200.619373,8216.757382,6169.322626,10876.17348,6993.107327,9001.23683
"WBGene00012379",1.178762088,4.512119012,14.30458738,10.88227501,3.201637684,194.890569
"WBGene00012382",6149.864858,8969.010597,16420.50349,7535.809598,7938.411228,12035.61633
"WBGene00012383",400.8216222,345.368544,1623.058168,1321.89549,272.7858886,338.547177
"WBGene00012386",2029.726575,1861.124605,971.166217,759.9451216,2125.222766,1790.23271
"WBGene00012390",447.0012316,895.0794358,510.5274476,382.6762197,696.6982526,474.7372024
"WBGene00012396",267.9763959,362.2241467,92.96751388,62.68968459,193.9564151,214.230836
"WBGene00012398",11.33427199,54.565402,1357.326849,1831.651951,26.99718393,14.02312849
"WBGene00012400",3.351161928,0.367039804,8.483025367,108.2212121,2.985253672,4.098732899
"WBGene00012404",255.807007,287.3250942,36.97714589,334.410398,189.4134079,216.108383
"WBGene00012407",1467.142758,1757.861166,193.1128333,157.5267478,1708.810044,1490.657765
"WBGene00012418",268.6110293,81.46694905,26.35730633,69.75083833,117.8110899,54.53046967
"WBGene00012421",617.3024599,958.7679229,903.4220889,1410.233381,883.3964274,681.3429032
"WBGene00012422",4.412815761,10.03712602,231.111858,9.950944555,3.374603945,3.733291335
"WBGene00012424",126.8910793,74.75259121,500.5102987,986.9526125,41.57751977,63.09337703
"WBGene00012428",1471.52568,788.3220376,424.2407104,308.7760406,888.2740911,806.1404336
"WBGene00012429",181.571324,2142.60347,48.08281463,11.91097792,1711.721929,4509.314143
"WBGene00012433",596.9725162,5647.803114,436.1507547,52.98689022,7571.009222,7681.729076
"WBGene00012434",1735.194024,1700.325898,1199.966996,1298.908911,1871.570439,2481.454802
"WBGene00012435",119.3914864,163.6097479,424.6739094,572.8937597,128.0213849,295.6466304
"WBGene00012439",606.417972,1257.367132,2420.089167,971.9099085,662.4791987,445.8811866
"WBGene00012443",2199.627937,2139.797845,1766.86161,9790.251922,1724.908944,1655.495315
"WBGene00012444",729.897003,325.5819427,1316.40426,1690.50415,96.48119379,110.9166836
"WBGene00012445",6833.851567,6790.91004,1974.599339,519.5143107,8282.069866,5207.795602
"WBGene00012452",528.7743553,1562.371866,1072.478098,1496.916403,1098.456841,1052.852364
"WBGene00012460",536.088549,505.0167446,913.5923085,1180.799598,679.2664401,1055.918979
"WBGene00012462",804.5523018,479.4545322,278.4541268,269.1827374,390.4240122,330.041743
"WBGene00012463",945.9472555,1517.300111,1469.641749,2000.196022,1475.264517,1644.725089
"WBGene00012464",451.2174037,578.054143,316.5958261,136.0543152,495.3914762,432.445458
"WBGene00012466",365.2922842,242.3697754,337.8102946,598.2956971,277.0246191,330.6006065
"WBGene00012468",1031.456874,1462.500016,2805.585688,2563.707187,1202.300729,1634.592603
"WBGene00012469",627.4881381,462.4436499,630.9289856,1033.263043,523.5083601,736.6260589
"WBGene00012471",6042.331474,5744.511358,6704.374452,10883.58281,6987.463096,6447.018757
"WBGene00012472",1670.252956,1601.659239,1277.565408,1132.915401,2008.154006,2287.202372
"WBGene00012474",937.9753896,544.6570195,787.215535,1282.440304,803.5987256,709.2611467
"WBGene00012478",1720.278764,1422.252689,822.7357958,425.6603331,1329.066875,1382.298371
"WBGene00012479",915.8698984,1075.438918,782.1503372,1371.282591,1173.358555,1544.893733
"WBGene00012481",296.8673114,317.4170623,414.7073826,516.1061973,340.2387781,692.9153529
"WBGene00012484",4585.190096,3870.164502,3864.669437,6773.258937,4946.040998,4708.142489
"WBGene00012487",122.7086403,212.7542616,1008.822689,397.6874635,141.95574,261.3446617
"WBGene00012494",209.9825622,210.9455177,379.7511935,438.5654848,238.6483846,115.703495
"WBGene00012497",2507.511928,3863.061945,2070.784201,2179.352117,3608.587374,3609.318232
"WBGene00012513",101.8951794,186.9185367,46.12548689,34.55345312,234.3683506,91.2256438
"WBGene00012514",60.34367838,117.5144897,221.863277,120.127471,76.27698787,250.6965171
"WBGene00012521",4.934180725,6.733767785,210.7834213,465.1091506,4.456171633,5.82566269
"WBGene00012527",227.7849415,235.2689678,523.2324752,634.3176022,218.1413116,368.8435568
"WBGene00012529",2536.414638,1000.87863,2098.289238,1041.272907,1316.81665,1136.827451
"WBGene00012530",2767.535382,3668.910254,1462.656035,2558.07075,3143.615331,2159.21895
"WBGene00012531",2860.294743,1979.381993,5110.090935,2416.7912,1725.839116,1956.461086
"WBGene00012532",238.329624,568.8746014,401.2469949,285.3906878,482.8807453,440.0983285
"WBGene00012535",132.8641502,24.2387412,1855.414428,507.2073967,20.37787692,63.73825035
"WBGene00012538",785.4880601,705.0128445,2287.809175,1134.302211,335.8662707,744.8746649
"WBGene00012540",312.2104174,5299.749049,173.1781732,14.36259264,7913.996055,1378.609086
"WBGene00012544",5110.363988,6034.46571,1193.747239,3783.779811,6148.709582,4898.20985
"WBGene00012545",1985.377645,5017.398629,899.9646381,523.2741616,2569.2747,1441.337823
"WBGene00012546",149.9940483,156.4436413,95.79505513,615.8920302,240.3819233,201.2465588
"WBGene00012547",1.583018797,4.36036194,6.819635873,34.3602812,7.960676458,190.7058263
"WBGene00012548",260.0837906,315.4142189,889.2563605,698.2747018,476.3517974,512.2270661
"WBGene00012550",783.1607042,1721.940677,512.3797158,535.0674721,1205.541556,1158.409505
"WBGene00012552",62.51607822,127.8269015,146.4504936,185.2938614,120.8418755,288.2010496
"WBGene00012553",16905.49247,26168.44062,14200.66554,18494.42679,21803.95957,39319.91719
"WBGene00012554",1280.319936,1877.503754,2934.147689,2224.583586,1263.345058,1402.197902
"WBGene00012556",725.6580672,607.7031808,567.0176557,766.3278141,628.2580306,1120.530794
"WBGene00012559",3085.805261,2730.749494,1522.499639,1520.565558,2820.188184,3324.278544
"WBGene00012562",702.0866652,816.5752842,1153.303451,1551.088988,799.3289103,1244.582372
"WBGene00012564",160.7200154,265.2479987,418.1866301,427.9831922,193.395508,211.149552
"WBGene00012565",370.6345614,404.7460567,756.5597913,1059.50688,360.5711231,431.327731
"WBGene00012573",78.48229835,36.99690293,287.449196,207.6033981,32.66447176,18.48730295
"WBGene00012582",211.0933082,179.3712762,73.46806097,79.74103106,368.0146626,238.342845
"WBGene00012584",1129.996777,625.7587019,924.3652191,1333.256685,885.285314,704.8829821
"WBGene00012585",898.8195357,2739.413785,12860.73225,23706.28604,2134.054264,1665.326567
"WBGene00012593",8.051126143,79.35823746,0.690927869,10.87912899,34.91514738,137.6660598
"WBGene00012595",113.1726797,79.99878983,14.29178126,59.35385263,153.8508704,112.7942307
"WBGene00012596",61.52244047,45.50234407,0.46061858,47.64233867,101.2409373,46.52642582
"WBGene00012597",864.5331361,274.3745823,11.40020943,196.1478994,404.4900301,202.2354713
"WBGene00012602",1917.143827,3281.686879,1347.517811,1843.204745,2238.262408,4163.058549
"WBGene00012605",23.17482481,46.58405353,90.93314863,206.5951443,25.44013521,407.6025658
"WBGene00012606",87.7651185,153.8620218,531.8317597,189.2265123,117.5526976,174.5974606
"WBGene00012607",31.94752439,56.94410365,406.0176521,22.84036615,83.24257977,58.55032687
"WBGene00012608",1577.436823,1857.034257,697.5109704,687.9421325,1389.118233,1920.824964
"WBGene00012610",248.4434463,248.8300306,2820.009903,656.259594,330.5025548,206.814192
"WBGene00012615",26458.82774,33259.87757,5797.762838,1140.449414,31616.68358,47810.83003
"WBGene00012628",243.4264403,1272.087568,81.57990976,48.03025552,804.6993215,639.7967108
"WBGene00012629",41.19633652,160.3840294,316.2116425,136.3935458,154.1526804,109.3689075
"WBGene00012635",484.1931238,1920.122689,47.03391793,33.71949513,3983.693224,535.1290053
"WBGene00012640",149.8618559,298.879791,327.9712265,384.4807563,292.7341688,609.9517824
"WBGene00012641",673.4977073,812.8942946,1508.082005,2176.507867,683.4589339,710.693976
"WBGene00012643",876.0862656,1026.442639,1223.841723,1389.654758,956.6405154,1596.313582
"WBGene00012646",780.5083521,2297.594935,1902.711451,1199.157608,1409.755912,1705.4752
"WBGene00012648",1636.778909,2287.702545,428.9229296,389.2929053,1548.904298,384.034351
"WBGene00012656",5.187321139,1.468159215,162.3664427,3.43005839,2.120069996,0
"WBGene00012658",1177.113802,867.4014667,694.8375042,679.1298474,868.3374392,1622.074045
"WBGene00012664",1030.154149,3461.008767,222.1191985,143.7483899,3178.060988,1699.650338
"WBGene00012666",717.8488371,1029.213062,785.9497376,1502.959788,830.1260664,992.0519138
"WBGene00012668",302.9048335,934.6403216,3756.144746,2422.462167,687.2250023,941.755725
"WBGene00012670",68.98418557,319.81515,1.816862084,1.225020854,603.4578858,134.7064563
"WBGene00012672",9.936377531,10.34064016,1622.32099,8.675664459,6.79262564,8.469763443
"WBGene00012674",405.5405103,483.8554873,678.9605758,822.2939255,470.5531992,484.1740756
"WBGene00012676",2780.94716,1266.363094,1810.664973,2330.689422,1968.049518,1946.134777
"WBGene00012680",291.3135814,98.50605964,22.07107265,39.8006322,300.3478556,259.230888
"WBGene00012682",1.178762088,14.44160367,86.05803436,28.7722985,8.09057734,1.820073709
"WBGene00012683",28.26012183,94.36627625,18.91077318,20.88190579,132.3049426,104.8258574
"WBGene00012684",0.404256709,0.367039804,4.337458153,30.38995523,0,202.2212031
"WBGene00012686",80.36754973,92.07228347,99.42857848,7.596702302,91.54918875,67.55755149
"WBGene00012692",4520.595412,1636.556224,2634.777404,8337.768716,2510.62089,2774.287715
"WBGene00012693",701.9243045,1245.613016,752.3243805,1686.797858,1063.027375,1697.886135
"WBGene00012694",959.6316471,1650.636108,1418.169129,1968.965817,1407.849759,1525.196761
"WBGene00012695",408.8047322,565.7777075,853.3031014,1478.698005,489.591821,565.6326747
"WBGene00012700",235.3827187,305.3541603,515.7359224,865.3518933,328.4251978,708.9591109
"WBGene00012704",1112.470302,1787.601934,517.4365254,449.2011826,1364.751209,1034.064627
"WBGene00012712",854.6836985,1151.008501,2609.350572,529.3599406,1729.365468,1077.157795
"WBGene00012713",4401.419768,3293.933241,966.4736013,899.2221661,3908.517261,4278.225785
"WBGene00012717",543.7732662,1334.597248,2449.540533,2408.614751,1148.261886,1359.046059
"WBGene00012719",436.4905571,377.6874568,521.9780782,1033.347908,413.4408579,608.0964386
"WBGene00012722",3319.420111,8649.504355,1419.424129,1222.904213,7579.571101,7728.921303
"WBGene00012723",143.6770573,260.718243,67.83838989,146.4481548,268.0727341,266.0236604
