"","noDA.24","noDA.26","noDA.34","noDA.60","DA.26","DA.34"
"WBGene00000001",548.8434791,448.7237849,494.6241037,974.6457756,475.8304321,466.3391805
"WBGene00000002",349.7039923,1800.106017,380.6342131,231.8808331,1242.958019,1108.057444
"WBGene00000003",1368.466548,288.0026933,188.4300116,104.6874893,547.7800921,372.8420116
"WBGene00000004",869.7317016,600.3606114,1027.812709,384.5247235,714.4816356,398.1652921
"WBGene00000005",353.5049382,653.9536707,8.649304075,5.980618582,1398.96533,1396.352039
"WBGene00000007",1158.476306,368.5590999,324.2596616,120.1808763,633.5313874,595.671826
"WBGene00000009",21.92804665,25.42809203,143.5583193,207.1809521,8.306961351,48.26048971
"WBGene00000010",663.886326,769.9700475,864.0115799,1344.266143,1018.80701,1041.609685
"WBGene00000013",8.285342653,63.17318873,197.6549885,451.6104032,80.64456217,32.59644125
"WBGene00000016",434.1821252,330.3481643,560.0957717,473.8727495,104.9191131,43.35199799
"WBGene00000017",868.560894,568.3011211,742.8835069,761.7575232,249.3821592,164.8379505
"WBGene00000035",628.3380642,315.6153875,348.7232691,178.7478842,290.5258538,247.5652944
"WBGene00000039",2650.83876,14523.92828,1031.327564,154.5929898,18516.10719,11264.08038
"WBGene00000040",10035.60501,7706.23149,671.9602486,1051.740447,8929.296443,6399.39921
"WBGene00000044",53.42222215,41.23021355,482.4423195,84.05216066,46.25042778,53.89986457
"WBGene00000047",425.8929427,390.9061855,239.0840444,32.58870072,335.5203382,275.6044173
"WBGene00000055",356.9918574,312.0032193,256.6902001,101.5574133,331.8862848,378.8753645
"WBGene00000061",127.5257128,23.1870333,55.24821566,64.45497302,8.09057734,4.098732899
"WBGene00000063",5148.77633,10547.47435,22586.96976,1634.309952,9264.672284,9862.806957
"WBGene00000064",7229.158407,12041.43914,9003.46084,13208.33197,11912.03631,19675.41215
"WBGene00000065",13060.28332,12270.41696,33411.0737,3349.658699,12362.1423,13872.51014
"WBGene00000066",43170.81973,60129.64412,81170.93249,11490.5089,63609.32099,67681.76558
"WBGene00000067",35351.80991,28534.86478,17480.94504,3354.384641,26777.89081,54818.31715
"WBGene00000070",1050.324472,985.0977148,432.7595435,313.5693134,1275.459391,916.7562829
"WBGene00000071",470.3005693,145.4871545,434.2174327,153.9411927,178.7699926,141.3708147
"WBGene00000073",427.9485093,651.5997227,2401.8639,1476.909276,542.8085454,466.668551
"WBGene00000074",592.8240853,660.606324,1033.88698,433.161236,566.8162471,489.2835238
"WBGene00000075",444.1185027,406.2636274,325.4628341,136.9840726,359.2325726,449.6073438
"WBGene00000081",8779.517435,5112.714172,6065.450279,5258.170218,5836.192271,6658.16911
"WBGene00000083",2682.826598,2632.342257,1560.125278,452.5040584,3488.266159,1855.575409
"WBGene00000084",436.354525,146.9747237,129.023021,87.88271996,200.4454688,102.862701
"WBGene00000088",705.3659713,898.2522202,456.3793531,351.0832658,762.7667074,672.8097338
"WBGene00000097",331.8977732,722.7507374,507.930818,625.8507627,619.6902104,455.5546869
"WBGene00000101",1523.991287,713.184746,623.75997,578.9262105,1026.327167,1042.914901
"WBGene00000102",2309.188359,2740.717727,5629.065801,4279.858741,3260.359377,3381.554995
"WBGene00000103",1014.035987,590.3287573,1479.087041,1312.473648,1318.678328,709.504908
"WBGene00000105",3498.277647,3253.472333,1779.072174,1278.589295,5207.718989,2694.384827
"WBGene00000107",16360.65234,21636.38112,6736.042884,10020.46719,22962.07864,18214.03842
"WBGene00000109",3966.905792,9594.963493,1201.446682,2524.106328,7508.549576,3832.703781
"WBGene00000110",3806.7406,3962.215674,2129.208132,2852.978693,3110.900747,2285.255086
"WBGene00000111",1044.430936,1145.99527,382.4260653,348.7337425,1213.424558,697.3157209
"WBGene00000113",751.2735164,1446.980249,949.0563244,1156.812784,1306.62045,2460.609163
"WBGene00000114",12818.39929,9641.069347,2606.278108,51308.66697,13006.48568,19068.61867
"WBGene00000115",5486.032014,12028.22935,3743.455938,3294.25645,6267.911649,4899.086144
"WBGene00000116",900.1872618,906.3888724,217.7425187,357.2083701,629.2485344,550.6571052
"WBGene00000117",761.988239,660.7351247,309.711758,476.2427218,954.3033567,1067.8216
"WBGene00000118",3146.833764,3039.348759,1672.107822,2264.690569,3185.084874,3354.770348
"WBGene00000120",628.4705315,1143.050109,369.4643129,619.0550623,1049.662032,905.8929138
"WBGene00000122",4149.920813,4868.479196,2747.963521,2985.662802,4174.232046,5729.797973
"WBGene00000133",1139.079664,126.3340365,684.1812544,1273.444208,104.9187608,93.4254273
"WBGene00000135",134.9874579,106.4891813,442.7144691,231.2745762,125.5984477,83.85933917
"WBGene00000136",766.6281416,1274.288034,687.902814,350.1519353,850.0386809,1271.88468
"WBGene00000138",1179.984462,1488.367516,971.3202921,252.8475273,396.8738767,210.8986567
"WBGene00000139",286.9007656,412.5315323,242.065259,121.15932,208.3196621,384.6653567
"WBGene00000144",260.4617189,377.3257128,428.5125315,699.339584,333.2273019,543.5127589
"WBGene00000150",2115.875217,1875.26974,1087.70312,2153.68795,1841.883468,1998.014413
"WBGene00000155",3583.494087,7328.16638,2674.778199,2744.682208,5789.61071,5700.369226
"WBGene00000157",604.8991295,1950.72823,553.8764168,292.5963272,1540.900204,1842.675139
"WBGene00000160",2469.919619,2654.449354,1344.306087,1557.075899,3282.706909,2405.872605
"WBGene00000161",2236.441076,2836.554031,1006.749705,775.3897453,3327.143658,1911.152665
"WBGene00000163",1228.87731,1451.481753,836.5901611,952.3111478,1453.839681,1290.723556
"WBGene00000164",855.5791519,1196.097916,440.1812677,300.7301511,1745.627468,773.7948877
"WBGene00000165",470.0929562,1273.151593,561.1430619,765.682309,1065.67022,2168.588011
"WBGene00000168",216.1786052,234.4131327,475.7391436,652.7777034,221.343654,483.2636382
"WBGene00000169",3889.001355,1580.092098,1358.952624,552.6652241,2132.723113,2286.709719
"WBGene00000170",3202.091321,3919.658467,5591.818614,4039.422363,3944.252765,3163.491716
"WBGene00000171",0,0.841720974,352.1535011,193.5423609,0,2.730110563
"WBGene00000172",1424.623673,549.5714756,1873.832143,420.0927995,935.1387099,805.11545
"WBGene00000174",59.28202455,154.5713956,526.9572479,565.838898,54.297235,52.45236653
"WBGene00000175",3359.940676,2823.70239,519.1639455,344.1995538,2855.839243,2867.931496
"WBGene00000176",2457.573885,1588.209412,494.7129433,1485.39806,1184.224697,704.5738122
"WBGene00000177",504.9761415,478.13813,699.9819485,303.7864497,404.4843921,483.708356
"WBGene00000178",3295.947718,3411.89241,3020.956465,1383.498194,3314.390392,3518.255472
"WBGene00000179",2224.578309,1936.63071,1275.214103,800.7885367,2087.041344,3245.224215
"WBGene00000181",4816.851953,8188.008125,3547.374651,4969.267444,6510.373196,8052.048667
"WBGene00000182",13358.92151,17092.53615,8048.89849,7502.575083,17965.0941,19661.35077
"WBGene00000183",6442.606777,20128.13199,4769.929783,6740.307257,15668.56587,17463.15118
"WBGene00000187",1340.969687,3040.197501,1160.236535,1269.458229,2449.568457,3023.307241
"WBGene00000189",339.50323,1685.27197,248.1047258,312.6521401,833.0209609,461.5452351
"WBGene00000196",818.3346028,459.800254,377.7792523,287.3193381,616.7423842,651.0909302
"WBGene00000198",3741.228799,6520.58006,1202.604253,1494.056345,5780.528219,3874.35218
"WBGene00000201",2014.912789,3176.685243,2555.723914,3113.892637,2804.081809,3347.154676
"WBGene00000202",1068.829776,824.5636778,1163.269777,1542.278353,956.5070908,1357.95767
"WBGene00000205",873.9558282,1265.782569,734.3218376,779.1324473,1130.999868,1690.714054
"WBGene00000206",2937.628997,3181.449644,3773.117378,4998.102586,3046.296867,5144.195628
"WBGene00000207",16972.34128,16045.46021,9712.803256,13984.83916,15787.31833,21224.65679
"WBGene00000208",733.8263016,1335.963062,1307.443794,2544.425789,1233.152931,1347.172776
"WBGene00000209",4091.885016,7586.004713,4093.96363,4569.189636,6508.45393,12746.64714
"WBGene00000210",6208.689969,8430.171629,4194.584382,4589.981726,6647.388674,10258.82801
"WBGene00000211",279.5410446,98.25195703,57.50008409,118.4689931,131.4387018,240.8081926
"WBGene00000212",1531.132151,1814.854682,1151.511398,954.5224776,1397.383538,1222.234566
"WBGene00000213",1459.552385,6854.330334,669.3107881,376.2998963,4858.497594,1957.657689
"WBGene00000214",72796.66277,133813.7791,11735.33827,18468.70382,135863.6225,144992.1713
"WBGene00000215",16384.66585,9788.012197,1899.807274,2218.025256,12153.26729,20519.21517
"WBGene00000216",24593.88512,36950.66822,5804.795851,22788.91086,39982.0074,45178.81541
"WBGene00000217",4753.864427,12236.4799,6702.600828,7592.39125,9866.15052,9407.722546
"WBGene00000218",23197.71546,35352.13414,5808.477386,16317.20959,37460.08611,45450.80381
"WBGene00000219",28308.5863,37051.89312,10766.12903,23328.36977,45268.53797,44250.39826
"WBGene00000220",206.1857309,1403.690712,114.5011313,6.762744315,2328.309241,370.7207033
"WBGene00000221",2200.572207,2699.40647,1372.941075,969.6828488,2313.700716,2897.397516
"WBGene00000222",538.517929,467.186939,276.3561326,775.9661921,449.2204842,291.5193611
"WBGene00000224",2033.478154,2599.306926,1191.725278,1506.224988,2720.529667,1509.467705
"WBGene00000225",2237.434988,1031.454121,1035.48915,478.4414673,1973.944114,627.629727
"WBGene00000226",980.7887533,492.4209076,649.0285554,543.3409085,728.2755188,858.8084254
"WBGene00000228",7882.107313,7587.642266,6920.266711,643.5696364,8544.973698,4842.539049
"WBGene00000229",55676.47845,58546.60516,35762.39859,53822.90202,62339.2563,85348.78541
"WBGene00000230",13516.3496,14235.43168,11753.6697,18381.28954,13807.2206,20712.65128
"WBGene00000231",5448.97423,4996.551382,2828.368883,3346.375008,6998.837917,3332.075299
"WBGene00000233",715.1473927,335.4284918,1291.950447,1096.66729,116.7736447,97.42388218
"WBGene00000235",1975.48871,4477.973599,3022.900785,3235.868843,3556.901899,6240.265167
"WBGene00000236",1034.029966,1131.516571,583.7912131,609.6177212,1109.451474,1248.266526
"WBGene00000239",1783.350215,2811.680033,1052.581656,579.3408686,2400.191875,2618.699148
"WBGene00000240",2715.688224,4448.273352,1236.582558,1966.017824,3140.565518,4187.337521
"WBGene00000245",732.8480229,452.222992,207.2893595,227.1597645,776.2672374,625.8603931
"WBGene00000246",740.3399362,543.4835799,364.333478,243.0976197,247.7799309,157.4217071
"WBGene00000247",620.3475495,1388.809724,884.2395758,1105.2912,722.6103451,937.5008432
"WBGene00000248",1611.624214,1958.633688,937.8119974,566.7278343,2040.137536,1694.477083
"WBGene00000250",222.9187769,149.2510798,458.1842123,513.941981,157.5721116,309.0890926
"WBGene00000252",14.55324153,103.2828729,5.207470845,7.353271142,285.5507834,1263.8723
"WBGene00000253",1059.516513,1658.543363,1817.967025,262.6995264,1987.178852,663.1362335
"WBGene00000255",115.3829274,139.6586334,119.7344152,12.20466832,242.6746072,450.4599073
"WBGene00000256",0.808513418,2.309880189,5.06680437,11.76334621,2.509420269,94.99460567
"WBGene00000263",8392.53626,14253.8032,8077.323961,10067.59561,12310.25007,21388.08917
"WBGene00000266",2259.688031,8066.849621,1856.825866,722.6008231,6557.500159,2810.617848
"WBGene00000268",987.2228525,652.016174,1227.229922,507.6708181,776.2231149,485.8510666
"WBGene00000269",569.0033826,1056.966945,885.8015204,540.6254135,798.2035725,783.2380939
"WBGene00000272",115.5378834,249.0876558,36.88750307,48.91761877,257.4688604,110.7303957
"WBGene00000273",7972.171534,12476.94587,23669.91959,39790.89201,10091.03173,6448.997383
"WBGene00000275",1179.678665,1684.493799,1521.653231,1797.759733,2057.314128,1553.049997
"WBGene00000276",4296.306169,2827.19448,5479.982715,16717.4092,3748.557878,4165.657918
"WBGene00000277",4095.942118,4488.73069,8855.849809,14754.87357,4967.417483,3384.754355
"WBGene00000281",2261.834653,1212.914723,3017.25253,1176.789869,1173.876397,1859.679674
"WBGene00000283",724.2640125,773.3863428,1148.187028,327.6837559,813.0391293,965.4888255
"WBGene00000284",414.9590877,407.4247499,1148.942188,493.4825212,329.3373229,254.7449108
"WBGene00000286",734.2119093,796.0475102,863.141768,1484.648891,594.1558399,530.4286042
"WBGene00000288",445.9585017,393.15254,869.6922746,658.2761787,339.1127356,230.1957185
"WBGene00000292",2812.483298,3495.067507,2771.179559,2081.846673,3229.32039,2555.549099
"WBGene00000293",3599.999771,4689.861434,4279.450041,6104.698722,4312.165792,4065.524526
"WBGene00000295",127.3896807,138.2451815,285.6331372,111.1533972,128.8445603,70.93966948
"WBGene00000298",917.403825,1712.685245,1629.268888,672.5712861,1110.654485,1092.980796
"WBGene00000302",552.1340296,245.8495964,811.8960433,338.9068345,228.224877,207.5811462
"WBGene00000367",835.3586369,419.9305583,479.3328429,270.6448974,620.073218,357.2354365
"WBGene00000368",1336.038796,1232.607821,1315.900404,645.9128676,1306.739427,1238.105103
"WBGene00000370",3280.369846,4214.124842,9128.712393,4353.996136,3406.720824,2601.761223
"WBGene00000371",10741.30393,15503.77471,9290.624085,11749.97208,12338.71269,19123.0322
"WBGene00000373",1127.484572,697.3843739,456.0730103,274.7628551,906.0832736,140.0307289
"WBGene00000376",3474.838712,4037.179953,6694.906963,3675.550656,4147.086638,5307.989596
"WBGene00000379",9056.738253,7183.190905,7441.470846,17848.63182,9260.158046,8037.788511
"WBGene00000380",17361.56617,16546.98824,12367.32665,25349.98929,17001.20287,15619.98747
"WBGene00000386",1157.988674,1104.835627,1452.065021,2217.264998,1216.659747,1117.021064
"WBGene00000391",997.9564992,811.4243621,717.190713,509.2350695,781.7199031,1148.255616
"WBGene00000392",525.1623734,931.1834569,249.6018366,325.1018126,690.3846317,1131.344225
"WBGene00000393",807.1061947,710.9084138,792.206306,390.5697584,730.1901282,544.4013934
"WBGene00000395",252.2707208,180.198883,47.41769981,54.89509133,209.5325402,307.3197586
"WBGene00000397",288.6913975,372.3512535,52.50991561,31.02759528,872.8663515,443.5597227
"WBGene00000399",2191.045026,4952.593207,159.7303908,36.41768703,2137.266473,565.7983612
"WBGene00000401",157.115713,188.6655043,53.67446898,32.89025618,256.4328247,166.1851705
"WBGene00000402",1916.525377,5591.67121,206.380326,105.0377309,3614.255014,926.6810793
"WBGene00000403",2843.428955,2899.760768,4759.40039,4502.838815,3253.642235,1784.677343
"WBGene00000405",1211.849436,1777.540126,1075.600381,981.3834289,1878.279753,1762.486887
"WBGene00000406",237.3209021,137.5005103,112.3004873,66.79977721,198.8040512,229.0779915
"WBGene00000408",763.9264224,1073.437824,1187.555505,1476.965827,922.0240067,1038.407121
"WBGene00000411",1160.074409,1908.970378,1923.479914,2883.257197,2353.980284,2182.634945
"WBGene00000415",1587.47879,1876.764426,1935.147646,2666.53052,1853.272738,1011.35651
"WBGene00000416",530.3647787,782.5341096,1132.472564,1596.549885,687.1392239,959.0610943
"WBGene00000417",244.6238513,402.8879251,671.1804812,1103.227502,421.2741001,461.9463472
"WBGene00000437",366.1537295,578.4776394,1017.383154,557.8777969,544.5798639,355.0780572
"WBGene00000441",1353.06283,737.7764368,2175.852043,644.1334221,648.6747445,662.4624233
"WBGene00000443",1138.71682,718.6232949,707.2605964,562.9506802,971.9949709,545.6412013
"WBGene00000465",248.447286,191.1130274,312.4644706,538.8240229,215.7621445,234.1870393
"WBGene00000472",20849.29447,24897.2473,16527.31493,16964.85992,23867.23092,19942.91134
"WBGene00000473",1094.664358,2242.419006,3189.448248,5025.929397,1468.082541,3598.207898
"WBGene00000474",2136.458026,3607.916371,5111.987491,6090.441598,2752.481483,5532.411518
"WBGene00000475",13096.54135,15526.01947,12833.76594,18449.52359,14989.42933,22295.04161
"WBGene00000477",310.6271237,209.6202972,72.4699871,85.13584185,251.4125747,129.2823062
"WBGene00000479",3968.847265,4198.585713,5778.051751,8283.028505,5162.63266,5195.671748
"WBGene00000480",1530.667283,3100.021562,3736.930396,3455.263593,2346.315779,2317.054035
"WBGene00000482",1845.589839,1174.082597,450.889746,550.5057267,1848.882612,1032.23822
"WBGene00000487",8.455382853,12.39112192,579.5684075,59.30516641,15.5754204,5.374211317
"WBGene00000493",217.7202114,1114.435118,93.53017978,27.54570464,1165.258111,1281.85188
"WBGene00000497",472.0193453,377.7245034,134.1790666,31.70605651,744.9328592,732.5067247
"WBGene00000498",796.7957287,1229.101545,1695.409888,2417.74133,1189.586651,1880.967628
"WBGene00000499",256.8044845,237.0212312,385.4709089,879.6579346,265.5619044,442.7638316
"WBGene00000501",367.8917044,358.2220062,956.2383472,676.0704027,330.3751205,226.4980977
"WBGene00000503",133.2305592,190.1142535,64.71630796,175.0791137,378.959888,96.81467938
"WBGene00000509",1090.980795,574.376652,1118.322252,992.8844678,820.8261348,541.2773049
"WBGene00000510",555.0809348,489.1546199,734.9247291,341.4055625,413.3123665,348.0847287
"WBGene00000512",2297.71833,398.7798926,289.726275,111.10943,621.3362088,316.1402949
"WBGene00000514",924.2081729,408.7040814,155.4321542,101.496143,650.3232096,609.794832
"WBGene00000515",999.7816886,790.5366174,438.5310859,238.0624887,560.7991507,1039.898225
"WBGene00000516",334.1003413,249.4088305,393.736632,317.9872536,141.0439672,385.5892612
"WBGene00000517",399.7031966,367.6115108,1036.549246,1145.423198,329.4206347,626.8489051
"WBGene00000521",63.71376421,152.6126679,4.107148864,1.225020854,463.1993142,32.9547487
"WBGene00000522",466.4809743,1505.766574,1713.22953,456.3722929,1035.810988,799.9849999
"WBGene00000523",340.3948436,309.3227767,291.8634908,132.872407,245.6616227,123.915229
"WBGene00000524",105.3974577,287.0656958,278.4679369,167.1274507,348.3759446,251.7425025
"WBGene00000526",362.7573152,314.5442696,163.7230879,120.1745843,299.6115157,109.1683515
"WBGene00000527",939.516721,628.8679606,1220.552358,350.4895929,652.395281,769.838837
"WBGene00000528",1689.717064,473.94189,1424.379292,1791.951683,478.1665337,656.3858653
"WBGene00000529",211.2633483,267.789049,595.9087659,432.4717637,253.8810438,159.8006443
"WBGene00000531",185.912284,117.08922,65.40703502,46.66074898,149.5242472,108.709766
"WBGene00000534",2205.385714,6822.265476,9100.700934,5313.35428,4801.516915,4453.264433
"WBGene00000535",3245.698938,5833.587248,7615.479408,3540.616356,3104.193623,3185.967611
"WBGene00000536",717.3389914,864.5145598,944.2220384,1466.317545,820.4812593,815.3981531
"WBGene00000539",504.1146961,240.5681005,108.231556,36.46637327,293.3829685,357.3713851
"WBGene00000542",7547.851465,4921.313518,14353.49026,6576.894117,5083.387761,3348.276808
"WBGene00000545",1165.673392,1914.303058,2892.165359,1826.007263,1341.004366,1048.904248
"WBGene00000547",2203.549006,4847.047949,1276.158542,1449.35728,5400.356939,3990.113148
"WBGene00000552",16187.43054,18328.35915,16919.99838,11317.53925,17217.61447,21565.86201
"WBGene00000554",1887.806692,2582.952483,3070.564613,1814.382187,1938.676339,2077.522121
"WBGene00000556",71.85183032,223.9807385,166.3199182,31.71077554,122.5708334,140.7616119
"WBGene00000557",349.6965877,6058.134422,100.6313494,140.6717193,6908.399191,5409.295309
"WBGene00000560",94.65256673,149.8369248,1028.70095,3864.800147,93.49453063,40.87991685
"WBGene00000583",186.7926532,242.5903539,198.1410185,70.38690537,210.3112407,121.2853965
"WBGene00000585",816.245578,1004.969025,515.0944117,488.4568282,901.688138,863.3724776
"WBGene00000593",8.08513418,8560.774153,292057.1646,3639.531172,1657.840548,39.59730433
"WBGene00000594",358.1667797,177.6860849,255.6809266,52.43561156,30.67571213,508.0276547
"WBGene00000598",0.404256709,0.367039804,91.24029461,3.921639742,0.605734285,1.275478418
"WBGene00000599",25923.28988,6489.713611,5632.271639,339.415719,1992.60748,26036.08114
"WBGene00000602",2422.809998,117.6186084,29.5050005,6.274308985,96.87230592,725.9125056
"WBGene00000603",5352.142949,420.7775751,13851.25853,445.306284,469.6880156,8668.731341
"WBGene00000606",8135.998615,13852.2127,167.7531992,31.02759528,48164.58059,88798.30253
"WBGene00000608",5.591577848,13.21343294,104.4059409,1.421338792,3.028671423,15.65691436
"WBGene00000609",26.82821933,10.08124173,205.9457213,14.06732923,38.33175959,95.76155987
"WBGene00000610",73.39316156,449.7931295,6742.937147,312.5249575,241.0699122,601.0662381
"WBGene00000611",732.3976889,1412.771359,4498.228405,238.0090834,2121.597874,6652.805963
"WBGene00000612",5.961826518,1569.728573,16325.06526,484.0389652,321.0197904,5.10191367
"WBGene00000613",133.7069466,166162.0204,30192.59156,2881.914739,45769.74846,98.57054612
"WBGene00000614",3.638310382,3749.189697,150061.716,1639.210651,593.5006976,7.373438752
"WBGene00000615",38.34761566,113.1241261,69.41213657,87.78377448,214.7254041,1390.116528
"WBGene00000617",2.425540255,6510.91884,153889.1083,2280.234524,1288.287864,157.8802926
"WBGene00000618",8745.197832,9834.738472,126.336347,44.99440602,31221.14551,56578.55741
"WBGene00000620",156.3113143,148776.762,30144.44242,3140.914112,50028.9022,308.953144
"WBGene00000621",1.212770128,1413.937849,26957.91347,546.8228762,204.6400768,2.185515273
"WBGene00000622",45.73010031,25294.05112,5776.31304,620.9021473,9355.680125,114.8077263
"WBGene00000623",373.3401204,3326.264614,108.3852294,27.84411407,1993.257689,504.0656714
"WBGene00000624",130.1289727,1706.389135,73.00724158,11.56860129,992.5006346,337.5653986
"WBGene00000625",1173.731097,420.1987751,6678.696874,254.6316918,986.4157304,7903.93334
"WBGene00000626",6.653231679,63.0955489,10.42774781,3.235313462,49.27839446,244.319125
"WBGene00000627",1.212770128,1459.422556,30165.63303,1506.424452,149.7378123,1.913217627
"WBGene00000628",0,325.964846,198684.4785,2517.405162,11.03241326,5.553365044
"WBGene00000631",1327.594383,230.5203828,25.2954027,1.715029195,364.3742666,10021.10431
"WBGene00000634",340.3076287,76.44132896,227.4291183,3.626376328,81.77201418,1240.791207
"WBGene00000637",119.606779,51.17910816,745.2240141,14.3123334,57.58570818,357.4997991
"WBGene00000641",2366.983625,727.6969206,4135.524717,25.14277615,1899.871917,8883.880151
"WBGene00000644",70.95253717,235.7524673,1973.487617,59.79989378,294.8944852,250.8467339
"WBGene00000645",67.5484433,49.4515505,31.00191048,25.73172997,69.56978825,187.9899839
"WBGene00000647",34.22194835,89.92827449,24.37416554,24.3575044,197.9399246,1376.264618
"WBGene00000648",0.808513418,67.60766791,9458.142916,376.9767845,13.71479979,1.275478418
"WBGene00000649",5949.605837,15861.20477,87.66999859,7.843279483,48894.68232,74096.28619
"WBGene00000651",25.58144116,104.1440038,38.28216493,11.51991505,89.12519448,212.6255865
"WBGene00000652",323.9259075,999.391108,679.9700501,306.131254,657.156434,804.0686637
"WBGene00000653",1418.188473,234.7131243,274.462233,12.59573119,132.3059997,12879.66153
"WBGene00000655",39.40926949,106.2527154,6.359017293,2.205037536,409.0312753,1293.301448
"WBGene00000656",1247.087786,143.8990131,17.28580203,7.450643606,77.40303045,290.1788747
"WBGene00000657",31.13901097,12.58699469,1313.261541,1.470025024,44.08623529,44.05434468
"WBGene00000659",26.59400282,28505.76787,13170.68634,1145.206585,5409.27014,14.6608677
"WBGene00000660",0.404256709,558.5639628,208580.392,2038.432711,59.31501843,12.56849634
"WBGene00000664",141.3837094,603.9110272,5206.387282,225.8012691,163.9750346,616.0996815
"WBGene00000665",4396.574717,23034.50266,78.56027676,23.87378809,58233.778,71272.26596
"WBGene00000667",4397.206886,246.2042953,59.18908582,8.430660288,110.9768084,847.6208173
"WBGene00000672",3936.333389,547.2704138,11988.86657,329.7223627,1125.076302,8716.337823
"WBGene00000673",4276.034372,15891.98521,747.0516742,501.2363704,1249.996627,1869.202157
"WBGene00000674",795.7115861,855.4744343,126.0674186,82.53659542,1137.695087,1042.082539
"WBGene00000675",6.146950852,172.0922565,263.3053397,41.21882497,17.99835753,41.81135603
"WBGene00000676",3.604302342,3489.00252,9260.536139,775.740141,1145.067019,0.910036855
"WBGene00000677",6022.113708,13099.06813,1025.55562,1807.677722,1375.154555,1696.066863
"WBGene00000678",3041.519673,447.9508614,8028.102159,368.6058215,547.0850557,10726.75777
"WBGene00000679",4.4468238,53.84191399,37.51460117,7.05643472,45.73117663,115.3091165
"WBGene00000680",45.79043685,25.59925906,524.4082282,15.53735425,19.51234087,230.7759843
"WBGene00000682",2.391532215,10.10065168,74466.74196,594.2201336,0,69.14099809
"WBGene00000683",1401.232455,144.1954582,6129.317212,234.6340033,241.9837993,4467.992637
"WBGene00000684",27.79168881,776.1990844,3.876839574,4.950342656,2027.325348,1994.134835
"WBGene00000685",507.3257111,3556.999921,1743.054885,207.2814706,6642.203791,17424.46111
"WBGene00000687",548.6314764,216.0364367,1511.635479,40.48381246,241.3339425,1259.114426
"WBGene00000688",14.14898482,6985.829383,1611.098661,190.3903399,2396.760187,7.007997189
"WBGene00000689",423.8713843,44.14712202,31.05313494,11.81360546,34.09267671,761.2541268
"WBGene00000690",0,1038.985542,82.75686764,11.66597375,1.211468569,0
"WBGene00000691",375.2174174,182.9763993,54.86463459,19.70085214,22.93106731,301.8730047
"WBGene00000692",1530.160727,639.0956636,2915.558428,550.9988811,545.3981061,4132.564016
"WBGene00000693",26.57507892,6.885524859,75.47681399,1.470025024,13.58489891,45.68813055
"WBGene00000694",2.761780884,15.86564718,191.1040803,29.89994689,10.47009673,100.4476927
"WBGene00000697",64.35991696,36970.39358,1521.394297,206.119293,12427.15831,19.20391786
"WBGene00000698",967.4098842,1271.882901,24.78355966,5.342978534,610.3207857,1161.314438
"WBGene00000699",43171.18444,4066.290617,346.1770608,84.20451139,7342.050673,53388.4777
"WBGene00000702",629.0832261,3820.11304,110.2911318,21.86192248,2714.647757,514.5207946
"WBGene00000705",137.3863947,959.9113369,247.004203,19.40873475,1026.289739,2804.68237
"WBGene00000707",580.7265522,1.575800581,27.66252618,0,4.369688502,1018.657406
"WBGene00000711",4.159675347,62.48852062,16.49262604,13.47837541,96.91360944,395.8287591
"WBGene00000712",38.41563174,4.404477646,2218.44244,23.67117812,41.53374964,119.8164961
"WBGene00000714",88.13152742,27.933845,2.725293126,6.86011678,8.22047822,38.80894782
"WBGene00000715",445.4371367,30.63547074,13.62646563,16.96026605,24.012635,155.3792745
"WBGene00000717",15696.34419,1683.798539,7927.440159,81.45920627,1669.218465,17980.07103
"WBGene00000718",888.436664,293.9282881,288.3200119,18.4774043,202.7406193,4871.113957
"WBGene00000720",10379.51475,7106.880508,406.0572753,123.5151353,658.3802357,1385.471598
"WBGene00000722",7084.108162,24795.77959,1823.582886,132.1986648,803.3579518,2080.761557
"WBGene00000723",108.5596555,358.6508224,39268.2914,551.415035,21.02702896,52.43809832
"WBGene00000724",2.172399841,2.569278627,2557.882725,79.20548251,4.110239111,8.742061087
"WBGene00000726",318.4404684,1616.153704,86.7747753,184.9326858,3231.388233,4169.635371
"WBGene00000727",807.4572444,1217.112808,314.3589726,111.3889633,282.8309694,6583.269308
"WBGene00000728",578.2782483,50.62678717,43.83520011,4.165070902,66.58559169,5382.071077
"WBGene00000729",661.5924283,872.0458852,47.80148169,5.881673108,1700.265909,15813.10575
"WBGene00000730",342.071932,521.1576299,33.63776159,12.15598209,1472.011005,10354.04097
"WBGene00000731",123.3133804,124540.0054,29790.26792,2622.780319,32103.82817,61.53133276
"WBGene00000732",4281.433961,380.472042,99.88959868,6.665371851,94.88248919,1311.44351
"WBGene00000733",15272.53013,3994.017707,444.6465862,72.24484724,712.9796328,1546.425639
"WBGene00000736",14.38320133,11102.24443,288.5869323,75.43776653,1397.06411,11.37902773
"WBGene00000737",8.8936476,5590.582336,1510.504926,169.1597654,1955.375764,8.828070899
"WBGene00000739",31909.99793,9139.382558,19839.74314,577.134258,7548.035215,27331.95734
"WBGene00000740",12319.28981,5330.118435,11887.32597,102.9269199,1217.317709,21197.05822
"WBGene00000741",2008.572759,604.1598579,467.3079451,10.53517934,273.2239422,3294.877057
"WBGene00000742",4749.92964,2119.988359,673.1252036,37.83745281,192.4876113,6964.252914
