NCBI gene ID
180557
188770
181418
191596
179533
179535
178949
179647
181489
179424
181524
174338
174467
190553
179366
3565336
179834
176332
181713
180972
189049
177945
180837
179838
178426
178184
174006
176069
180671
178540
182823
178274
177807
180703
174260
181293
172678
174738
178992
177372
176122
175326
179572
177872
186210
177559
180397
173840
177191
172492
179668
173495
186211
189050
189052
182090
173395
173698
174686
188672
175627
176721
176854
182802
176955
176985
176988
177487
177715
177748
178857
181814
179448
181014
181290
181307
184081
3565052
181563
175085
176770
176104
174720
174323
177908
176304
3565200
173930
174183
178738
179578
181761
180714
180042
3565725
177846
176291
176991
180833
181269
180358
181503
177692
179003
177788
186548
177954
177958
176491
172189
175428
174400
184050
180922
175893
179962
191645
178583
24104769
178108
179251
174530
172447
24104827
179244
191661
191662
191663
187934
3565288
175223
191191
179066
177009
177967
189140
183983
178534
176265
176853
173149
177884
190224
260015
259481
190226
179127
191666
179267
179341
188792
191680
179966
172671
179525
177675
180765
173973
180414
180430
179710
182801
180871
191695
3565407
180864
181098
174499
181078
181292
174560
174557
173992
172792
175916
173319
172128
174050
191704
180712
179430
180826
172771
179382
172914
185682
181776
175768
175514
175490
176060
181585
187898
182259
188819
181287
3565992
185658
186493
180318
172834
190821
175714
173452
181783
181551
191717
181705
172836
172840
181680
183811
177387
179098
189675
179183
174759
177973
172298
176086
177615
191741
175257
181327
180981
183971
177525
174127
182242
172013
181425
183891
185539
173600
178740
176729
171728
177412
180328
175437
175463
173426
174678
171816
191748
175165
181456
191484
173971
4363014
178301
180011
174020
179606
179427
172243
186053
181539
172162
259744
176805
191762
180148
181447
181373
180939
173351
178072
175313
266648
172119
173493
181143
180995
174120
190698
178855
181748
177608
186973
188260
178585
178672
179125
188953
187292
182569
183647
191838
259893
180802
181350
188768
192047
181784
183819
181505
180662
3565703
179362
181150
179576
183065
172936
174612
181119
176825
181778
173388
185148
187088
13219712
192062
181567
192064
177890
189737
192065
181376
181097
192072
192074
181024
181139
181703
179682
180161
180054
171734
172941
180458
181608
181443
176713
181124
172397
172275
171956
192083
188736
181066
191504
192086
174951
181792
181797
179446
179449
181815
179432
181886
181892
181902
174757
172872
3565783
175118
181642
182109
3565535
181514
182228
182229
182246
182252
181427
182266
182279
178529
182288
179885
182291
177972
259679
182350
182351
174601
174448
179406
182389
179408
182429
174541
3564883
177702
182465
182493
178069
181178
182514
182521
182540
175104
182567
182580
174639
179745
182637
179744
172821
181205
182749
181598
181600
176611
182818
182906
178199
3565797
179391
3565422
179504
259476
172724
172725
183120
181626
177783
3565461
181516
183200
183201
183202
183203
179807
183211
179464
181342
181528
176319
176454
3565002
183343
176312
3565853
3565682
183415
3565088
183460
183465
259497
3565754
3564995
183591
181458
179840
3565404
179333
179332
183708
183761
183779
183784
183785
183786
183787
183792
172581
183834
183835
179837
259586
183934
183945
172511
3565410
174282
174283
183975
183981
174988
181386
179722
184037
259462
184055
184058
184071
181461
179994
184107
178235
184164
172602
184201
184211
184215
179953
181440
181441
181606
184226
184285
184290
184340
181430
184363
177935
184410
174797
181265
177980
3565139
172751
173102
180003
184525
184528
184553
175623
184623
184677
184717
184721
184743
184745
172472
184885
179944
179696
172916
172525
184966
179708
185060
185099
172774
185150
185191
185198
6418737
185205
185206
185211
179470
185223
179593
185272
185273
179867
178168
175597
185325
174507
172722
3565759
185370
3565032
174706
179584
185456
259587
176401
174481
181328
181214
174810
172656
185877
185898
181282
185906
173272
180150
181336
185990
177755
178252
186080
179871
180050
186175
186180
186181
186192
174369
181559
178384
259388
186344
179401
186432
3565474
186435
186450
186495
186496
173087
3565291
174937
177797
186545
186549
174616
172935
186631
186635
186661
186798
259654
179703
186917
181436
186929
186957
176403
3564828
181531
187082
187119
187137
178241
187159
174398
181645
187183
187268
187284
176510
176399
179626
187349
175457
175458
187394
3565135
187451
187460
174644
174641
187463
174497
2565696
187506
179956
187521
181634
181525
181437
187567
178372
173097
175019
187724
174501
187757
179888
187765
180194
187778
187790
172555
187799
187805
179964
187848
179625
176513
174555
187889
187890
3565727
3565980
178058
180021
187955
176305
188023
179564
175613
179531
179530
3565327
173200
188064
188067
179677
188072
181273
3565117
176789
188130
176379
174292
188154
176448
179386
174416
188243
181188
3565610
188327
188342
188357
188361
188365
179831
179579
188430
178110
176795
180092
174415
179775
259993
188583
180126
188660
188662
174426
179474
188699
174383
188734
173053
174452
180121
188916
179596
179599
189005
172599
176564
172503
189076
189080
189089
189091
180350
175057
173125
189173
173253
181299
173177
179602
173210
189230
189231
176809
174454
176539
178002
178003
3565617
181482
173155
179463
178355
178360
189614
176709
189635
174939
189672
189674
189698
189712
180260
180258
260226
176715
189815
189840
177911
180279
180278
189874
189875
180360
189900
189911
178318
189924
174912
174915
176554
176555
3564848
189979
173061
173062
190008
173091
176534
190020
175003
173217
176673
190103
190108
180209
180210
174489
190159
173003
173004
190217
173327
176629
174876
190363
353457
178376
190497
190551
190571
181586
190573
190674
176643
190700
176787
190873
178441
190888
178445
173307
173323
172876
190917
180316
259683
190989
259343
177728
3565691
172908
179756
179757
179754
191197
191267
179357
3565283
191322
191355
176394
176261
191375
191383
3565847
191388
174280
353421
178093
191434
179416
179415
259652
191450
191453
3565097
174593
191491
191499
173188
175508
176427
191559
174538
6418761
24104964
181817
181848
259618
181856
181860
181861
174130
173772
181908
176222
173787
181922
180403
24104124
181936
176027
176033
180580
181159
181986
182010
182018
182036
177429
173379
182067
181001
182068
172102
176105
182114
180656
179126
180910
180812
182181
182203
175859
175860
180730
182287
176205
182313
182319
182325
182330
177353
182336
176124
171634
178773
182383
182394
182438
182440
180869
178984
172089
172086
182511
182533
179148
182559
181134
182612
182638
180882
180680
173686
179206
182687
173948
182753
181076
177445
182756
182794
176888
182816
182821
181141
182888
179281
182921
180807
180803
179156
182943
182948
182965
174177
259719
175831
183002
183015
174021
183042
183055
172430
178748
180784
174047
172252
183166
183183
177565
172971
181152
183289
179163
259631
183324
183349
180839
177493
183405
172953
174125
259495
180878
175684
178695
177558
180859
172131
172132
183573
172322
183593
177380
177668
183629
183630
183642
173393
177554
178909
178910
178964
171616
183765
259713
183810
180984
172358
177576
174091
177126
175763
183575
177499
177498
174179
174185
175826
175830
179306
184148
184154
179121
181095
176048
173909
180488
180688
266725
184293
181767
174167
24104420
171781
180847
179021
184436
184450
184451
180966
180715
178625
178648
184573
184575
184678
184685
179087
184728
184764
174201
184779
184782
172109
176213
174134
184831
178693
184872
184900
184904
175927
184909
178959
184948
178972
178974
184993
184994
185000
178769
175952
177227
3564810
173754
353400
171827
185230
173871
185255
185267
180811
180809
185283
185315
185385
185390
177422
185489
185502
178863
185506
185570
185571
180952
173821
185601
185612
179241
185637
185653
177504
173594
179311
179310
185793
185796
185805
179044
180845
180666
181145
173504
180543
171714
185957
185967
180697
178578
185995
185998
186115
186143
186195
180562
180454
173998
173997
173996
180749
176883
176904
186359
186367
186373
186389
186392
24104657
174024
177110
186621
179278
179277
186690
186700
177256
186714
178798
186716
179270
179271
177370
186767
186862
177363
177362
186875
176234
175242
186905
175241
180991
186919
186951
180461
179046
186982
180764
173978
173977
179314
187093
179199
179197
179200
187106
173742
24104726
187129
187130
4363062
187246
190096
187263
178891
187294
260212
179057
176893
187321
172210
173791
187416
181080
187543
187555
187559
177004
176182
187608
187633
171688
177179
187683
174234
177213
187702
187705
172344
187816
174010
172003
187854
187856
176073
260136
178588
187877
174235
172051
187935
181725
180568
178744
180561
188035
180424
188081
188085
188111
188112
188113
188156
180686
188235
180763
259716
188262
188291
173749
172423
173661
172364
188402
177339
188467
188468
188490
188499
188585
188587
175213
188603
174096
174098
178882
176025
188695
172416
188774
188777
188778
181789
188805
188806
174031
179067
179069
188921
173443
189011
180930
189028
179097
189077
189079
189104
177155
189117
3565011
177164
177293
180901
189237
178611
189299
189325
176940
189332
189337
189355
177313
3565268
189421
177257
175320
189580
189591
175262
175263
189610
177132
189623
176836
189642
189649
189722
173464
189795
189816
189817
189837
175864
259581
189846
189931
266879
266876
171921
190055
178581
178908
190091
173521
190242
175417
177058
177065
177083
190316
190317
176899
179093
190357
179082
259416
190381
177296
177664
178849
190521
171835
171839
175390
180583
190620
177400
190656
190666
171593
178627
259552
175300
171719
179172
179174
179179
259630
3564941
173630
246006
180771
191072
175713
191101
191105
191124
191168
191172
172383
181777
175734
181040
173937
191240
191302
180689
191351
180626
191367
191377
179159
191558
3565286
174219
181401
6418636
6418644
181109
3565978
3565380
3564761
3565711
3565427
3565652
3565975
3565605
3565933
3565233
3565364
3564879
3564912
177563
3565449
3565511
3565372
3564993
3565790
3896794
3896857
3896839
3896823
3896851
3896730
3896861
3896732
4363055
4363063
4363125
4363099
4926916
4926893
4926921
4926895
13198301
4927056
6418851
6418827
6418611
6418712
6418629
6418800
6418795
6418727
6418627
6418695
6418605
6418731
6418819
6418835
6418630
6418576
6418804
7040168
7040162
7040157
7040126
7040191
13215857
13215782
13216019
13215365
13215867
13192508
13222788
13219089
13216964
13190191
13188586
13188831
13214080
13196374
13179984
13214768
13185051
13212671
13219106
13217856
13222892
13181593
13216506
24104233
24104716
24105169
24104717
