id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000171,96.77118043,0,193.5423609,Inf,Inf,2.57E-16,6.55E-15
WBGene00000628,1258.702581,0,2517.405162,Inf,Inf,1.06E-146,1.71E-143
WBGene00000690,5.832986875,0,11.66597375,Inf,Inf,3.58E-05,0.000264031
WBGene00000756,2380.353103,0,4760.706205,Inf,Inf,7.63E-182,1.84E-178
WBGene00001944,8.308158203,0,16.61631641,Inf,Inf,0.000165209,0.001080702
WBGene00005106,45.87311771,0,91.74623542,Inf,Inf,5.32E-05,0.000380314
WBGene00005983,35.0120398,0,70.02407959,Inf,Inf,0.000684087,0.003915675
WBGene00006044,11.42096958,0,22.84193916,Inf,Inf,2.42E-05,0.000184598
WBGene00006052,34.8000303,0,69.6000606,Inf,Inf,2.63E-07,2.76E-06
WBGene00006053,14.40970586,0,28.81941172,Inf,Inf,0.000435759,0.002603777
WBGene00006419,19761.4859,0,39522.9718,Inf,Inf,7.54E-264,3.65E-260
WBGene00006953,6.935505643,0,13.87101129,Inf,Inf,0.000163425,0.001069321
WBGene00007307,18.79858384,0,37.59716768,Inf,Inf,8.01E-05,0.00055463
WBGene00007535,942.1936569,0,1884.387314,Inf,Inf,1.16E-88,4.58E-86
WBGene00008396,3619.392136,0,7238.784273,Inf,Inf,6.18E-144,8.78E-141
WBGene00008497,29.40679253,0,58.81358505,Inf,Inf,2.33E-06,2.11E-05
WBGene00008853,81.70892947,0,163.4178589,Inf,Inf,1.32E-40,1.16E-38
WBGene00009464,245.4973636,0,490.9947272,Inf,Inf,3.67E-22,1.42E-20
WBGene00009497,58.02595378,0,116.0519076,Inf,Inf,6.40E-08,7.38E-07
WBGene00009599,219.6934293,0,439.3868587,Inf,Inf,1.10E-21,4.13E-20
WBGene00011157,352.0090521,0,704.0181042,Inf,Inf,1.48E-29,8.67E-28
WBGene00011158,91.16436015,0,182.3287203,Inf,Inf,9.50E-11,1.53E-09
WBGene00011245,130.6013801,0,261.2027601,Inf,Inf,3.73E-20,1.26E-18
