id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000682,5.050325841,0,10.10065168,Inf,Inf,0.000236631,0.007736234
WBGene00000690,520.0985052,1.211468569,1038.985542,857.6248434,9.744202888,3.41E-35,4.05E-32
WBGene00015719,101.1137758,1.38443483,200.8431167,145.0722796,7.180628065,6.04E-08,4.68E-06
WBGene00008072,347.244759,6.056990474,688.4325276,113.6591729,6.828570312,2.76E-22,1.09E-19
WBGene00000749,2570.648628,50.18875774,5091.108498,101.4392212,6.664471764,7.37E-79,8.76E-75
WBGene00008965,285.4006958,8.004094209,562.7972973,70.3136773,6.135733442,1.89E-15,3.83E-13
WBGene00044589,32.01883722,0.908601427,63.12907301,69.47939014,6.118513186,4.95E-16,1.04E-13
WBGene00007930,55.50610224,1.600818842,109.4113856,68.34713759,6.094809013,1.91E-06,0.000109579
WBGene00001728,3157.683318,96.91149521,6218.455141,64.16633163,6.003744602,5.54E-79,8.76E-75
WBGene00006060,58.61503795,1.990169114,115.2399068,57.90458005,5.85560556,5.29E-05,0.002109808
WBGene00044194,8.147782819,0.302867142,15.9926985,52.8043365,5.722584509,2.12E-05,0.00093506
WBGene00020871,52.20154636,1.990169114,102.4129236,51.45940758,5.685362943,2.29E-08,1.88E-06
WBGene00021449,219.7669392,10.0373287,429.4965496,42.78992572,5.419199269,1.08E-11,1.44E-09
WBGene00021790,277.4989061,13.19590101,541.8019112,41.05834918,5.359603717,2.57E-13,4.07E-11
WBGene00012310,952.3598342,53.12918418,1851.590484,34.85072306,5.123116683,4.13E-32,4.09E-29
WBGene00044659,10.93379443,0.692217415,21.17537145,30.59063669,4.935018229,9.03E-06,0.000440524
WBGene00077439,9.476214337,0.605734285,18.34669439,30.28835392,4.920691269,5.17E-05,0.002069288
WBGene00077620,146.5745716,9.5614953,283.587648,29.65934083,4.89041463,2.75E-07,1.84E-05
WBGene00000628,168.4986296,11.03241326,325.9648459,29.54610549,4.884896074,1.47E-51,1.16E-47
WBGene00018448,426.630398,28.12181699,825.1389791,29.3415955,4.874875417,3.93E-08,3.10E-06
WBGene00019851,561.7426744,37.16406114,1086.321288,29.23042462,4.869398882,3.89E-23,1.68E-20
WBGene00010469,300.194984,20.11772279,580.2722452,28.84383344,4.850191011,6.20E-19,1.86E-16
WBGene00044086,27.75105746,2.076652245,53.42546268,25.7267257,4.685195949,8.87E-05,0.003298195
WBGene00044548,267.442198,20.55049081,514.3339051,25.02781612,4.645460504,1.06E-17,2.73E-15
WBGene00013961,239.1701046,20.85335795,457.4868512,21.93828218,4.455378659,2.55E-14,4.49E-12
WBGene00015950,266.9489185,23.36313059,510.5347064,21.85215309,4.44970353,4.07E-11,5.11E-09
WBGene00045188,65.46639371,6.273374486,124.6594129,19.87118945,4.312606327,1.93E-12,2.74E-10
WBGene00007507,206.1672246,20.72416181,391.6102875,18.89631489,4.240033006,8.77E-11,1.04E-08
WBGene00015597,43.92292658,4.499589383,83.34626377,18.52308215,4.211252271,1.97E-09,1.94E-07
WBGene00009988,2355.861539,251.4962388,4460.226839,17.73476558,4.148508355,2.87E-44,7.58E-41
WBGene00044480,338.8079182,36.21204196,641.4037945,17.7124448,4.146691452,1.15E-14,2.12E-12
WBGene00013986,37.23534628,4.02375598,70.44693658,17.50775567,4.129922251,1.79E-05,0.000810389
WBGene00000723,189.8389257,21.02702895,358.6508224,17.05665708,4.092263017,5.67E-50,3.37E-46
WBGene00015724,273.1321431,30.80455589,515.4597303,16.73323037,4.064644081,2.67E-09,2.54E-07
WBGene00009338,289.9101125,32.83743802,546.982787,16.6572918,4.058081956,3.57E-14,6.20E-12
WBGene00017200,141.8052926,16.18150705,267.4290782,16.52683384,4.046738459,7.84E-08,5.97E-06
WBGene00006419,7.814506743,0.908601427,14.72041206,16.20117647,4.018026675,7.37E-05,0.002816962
WBGene00006953,40.89840221,4.759038774,77.03776564,16.18767346,4.016823747,3.00E-05,0.001268539
WBGene00012070,112.1610505,13.06600013,211.2561009,16.1683835,4.015103542,8.33E-05,0.003125662
WBGene00007929,336.7404646,39.41438439,634.0665449,16.08718631,4.007840112,1.49E-26,9.57E-24
WBGene00017819,1128.82079,133.0405778,2124.601002,15.96957137,3.997253686,5.07E-24,2.36E-21
WBGene00019699,87.7884775,10.51316211,165.0637929,15.70067989,3.972755129,8.40E-05,0.003144182
WBGene00001712,3467.878082,417.1596325,6518.596531,15.6261441,3.965889919,4.84E-41,9.58E-38
WBGene00009327,115.0694192,14.19063319,215.9482053,15.21765818,3.927674457,1.88E-06,0.000107907
WBGene00006980,188.3686327,24.4884684,352.248797,14.38427227,3.846420329,2.20E-10,2.52E-08
WBGene00014192,164.0797063,22.02176114,306.1376514,13.90159713,3.797178736,6.22E-21,2.21E-18
WBGene00013489,9289.849859,1277.339392,17302.36033,13.54562495,3.759755051,4.18E-21,1.55E-18
WBGene00009295,25.20838913,3.504504826,46.91227343,13.38627731,3.742682901,5.51E-05,0.002172798
WBGene00015196,1065.350415,152.5116151,1978.189215,12.97074465,3.697189401,3.73E-10,4.12E-08
WBGene00000673,8570.990919,1249.996627,15891.98521,12.71362247,3.668303248,8.02E-26,4.14E-23
WBGene00003765,5018.434945,740.6235022,9296.246388,12.55191924,3.64983607,5.08E-48,2.01E-44
WBGene00009077,41.68820704,6.186891355,77.18952272,12.47630163,3.641118432,5.81E-06,0.000298659
WBGene00010614,360.7759979,54.68658527,666.8654106,12.19431433,3.608136735,1.99E-27,1.39E-24
WBGene00001789,29.116931,4.499589383,53.73427263,11.94203916,3.5779773,5.66E-10,6.12E-08
WBGene00020232,837.4823836,132.4341387,1542.530628,11.64753019,3.541952164,2.01E-18,5.76E-16
WBGene00015718,613.8153507,97.95105463,1129.679647,11.53310346,3.527708877,4.19E-16,8.97E-14
WBGene00001735,107.0306531,17.08975611,196.9715501,11.52570867,3.526783554,9.11E-06,0.000442122
WBGene00206360,190.2893259,30.76149051,349.8171613,11.37191844,3.507403752,5.00E-06,0.00025931
WBGene00044807,125.6053211,20.55084318,230.659799,11.2238606,3.48849709,1.22E-07,8.85E-06
WBGene00000742,1156.237985,192.4876113,2119.988359,11.01363534,3.461218842,4.95E-27,3.36E-24
WBGene00017226,103.8196119,17.39262325,190.2466006,10.93835001,3.451323227,2.85E-07,1.90E-05
WBGene00000720,3882.630372,658.3802355,7106.880509,10.79449249,3.432223511,1.27E-43,3.02E-40
WBGene00000758,186.8320396,32.10180285,341.5622763,10.63997178,3.411422419,1.66E-39,3.04E-36
WBGene00002116,4338.461182,752.820795,7924.10157,10.52588029,3.395868988,2.40E-38,3.81E-35
WBGene00007233,105.3116951,18.38806018,192.23533,10.45435615,3.386032309,1.01E-07,7.45E-06
WBGene00013367,746.375768,131.4415208,1361.310015,10.35677317,3.372502671,6.82E-15,1.30E-12
WBGene00077565,360.3886446,63.46902765,657.3082616,10.35636256,3.372445472,1.41E-09,1.42E-07
WBGene00001242,9371.168446,1650.389532,17091.94736,10.35631106,3.372438298,7.68E-47,2.61E-43
WBGene00000743,145.5021242,26.6085384,264.3957101,9.936498808,3.312737598,3.35E-24,1.59E-21
WBGene00019179,25.02215044,4.586072513,45.45822836,9.912234975,3.309210388,6.14E-12,8.43E-10
WBGene00015723,736.9783182,135.1578288,1338.798808,9.905447726,3.308222186,3.33E-16,7.20E-14
