id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00002092,6.200493131,0,12.40098626,Inf,Inf,2.03E-05,0.000290187
WBGene00019880,6.860116779,0,13.72023356,Inf,Inf,6.92E-05,0.000907527
WBGene00008396,3621.682423,4.58057356,7238.784273,1580.322678,10.62600345,4.48E-121,1.20E-117
WBGene00044708,72.91385023,0.690927869,145.1367726,210.0606722,7.714662274,9.84E-05,0.001254154
WBGene00019597,4539.005456,70.48704713,9007.523866,127.7897746,6.99762859,4.60E-89,5.55E-86
WBGene00012596,24.05147863,0.460618579,47.64233867,103.4312136,6.69252782,7.55E-06,0.000115706
WBGene00018384,887.4424721,18.2198453,1756.665099,96.41492941,6.591184653,1.05E-34,1.85E-32
WBGene00013935,384.197802,9.122728769,759.2728753,83.22870213,6.379009235,3.05E-18,1.93E-16
WBGene00008842,106.7148501,2.763711476,210.6659887,76.22575315,6.252206595,2.69E-05,0.000376981
WBGene00219281,56.47280612,1.842474317,111.1031379,60.30105108,5.914111244,0.000853224,0.008800858
WBGene00235093,359.4727446,11.89924636,707.0462428,59.41941375,5.892862466,1.57E-13,6.40E-12
WBGene00020946,3551.065538,120.6556523,6981.475424,57.86281282,5.854564552,2.21E-58,1.13E-55
WBGene00011161,108.735495,4.785270616,212.6857194,44.44591257,5.473978844,3.59E-05,0.000495078
WBGene00014049,176.3371937,7.766485264,344.9079022,44.40978003,5.47280552,1.79E-07,3.50E-06
WBGene00000905,125.4882505,5.898398714,245.0781022,41.54993823,5.376774427,1.35E-22,1.17E-20
WBGene00015549,1966.617972,125.5181612,3807.717784,30.33599079,4.922958526,3.93E-35,7.19E-33
WBGene00219660,288.7363869,19.05164046,558.4211334,29.31092126,4.873366409,2.77E-10,7.89E-09
WBGene00044479,157.0816861,10.82453661,303.3388356,28.02326293,4.808553043,2.57E-05,0.000360613
WBGene00043049,6.356986567,0.460618579,12.25335456,26.60195465,4.73346035,1.93E-05,0.000276378
WBGene00002103,473.7995748,34.67405299,912.9250965,26.32876799,4.718568109,5.12E-15,2.44E-13
WBGene00006650,374860.4985,27825.36078,721895.6361,25.94380148,4.697317984,5.02E-74,4.66E-71
WBGene00015876,159.1266183,12.32144659,305.9317899,24.82921041,4.633966478,3.48E-10,9.73E-09
WBGene00219297,121.8165871,9.672990165,233.960184,24.18695563,4.596157286,0.00017438,0.002101169
WBGene00044518,1120.903686,91.39436964,2150.413003,23.52894397,4.556364666,1.57E-22,1.34E-20
WBGene00018803,4351.027955,365.6138888,8336.44202,22.8012181,4.511038994,1.30E-46,4.19E-44
WBGene00008519,948.9033541,79.78886072,1818.017848,22.78535915,4.510035206,5.23E-26,6.07E-24
WBGene00018646,98.54445432,8.291134428,188.7977742,22.77104247,4.509128435,6.06E-05,0.000804899
WBGene00012750,201.1618165,17.86167566,384.4619572,21.52440592,4.427901514,6.37E-10,1.72E-08
WBGene00009033,151.0676391,14.17672702,287.9585511,20.31206149,4.344264763,3.32E-05,0.000460257
WBGene00000114,26957.47254,2606.278108,51308.66697,19.68656638,4.299139601,3.00E-60,1.61E-57
WBGene00008389,741.942227,75.41298421,1408.47147,18.67677674,4.22317359,4.34E-16,2.29E-14
WBGene00008591,142.9669523,14.54770279,271.3862019,18.65491795,4.22148411,1.73E-05,0.000250252
WBGene00016670,4153.813486,433.5039048,7874.123067,18.16390344,4.183002367,3.76E-36,7.26E-34
WBGene00010174,18106.09394,1967.75871,34244.42916,17.40275827,4.121244081,2.45E-56,1.12E-53
WBGene00012597,103.7740544,11.40020943,196.1478993,17.20563999,4.104809651,1.62E-16,8.94E-15
WBGene00044379,188.7289747,21.21386607,356.2440834,16.79298258,4.069786583,1.34E-05,0.000197782
WBGene00010684,105.8307295,11.92485859,199.7366005,16.74959908,4.066054658,9.27E-05,0.001190529
WBGene00008084,74.90472932,8.649304073,141.1601546,16.32040606,4.028605047,0.000391806,0.004373986
WBGene00001487,63.42779665,7.753679148,119.1019142,15.36069676,3.941171753,0.00035803,0.004053142
WBGene00008575,860.4135089,107.9118047,1612.915213,14.94660587,3.901746004,3.56E-14,1.56E-12
WBGene00009600,1777.546329,227.8639238,3327.228734,14.60182322,3.868076614,1.84E-22,1.56E-20
WBGene00022597,5908.025402,758.0745277,11057.97628,14.586925,3.866603882,7.89E-39,1.72E-36
WBGene00011733,4064.537442,559.4928802,7569.582004,13.52936252,3.758021959,3.76E-33,6.30E-31
WBGene00011919,246.4180447,34.89175698,457.9443323,13.12471403,3.714214084,4.14E-06,6.60E-05
WBGene00004135,2025.982728,287.296125,3764.669331,13.10379432,3.711912712,6.29E-33,1.05E-30
WBGene00077783,50.79796309,7.280254452,94.31567174,12.95499661,3.695436733,5.52E-06,8.64E-05
WBGene00008027,1851.410514,265.6986779,3437.12235,12.93616655,3.693338254,8.20E-26,9.29E-24
WBGene00018232,936.9345102,135.7664226,1738.102598,12.80215361,3.67831462,9.75E-18,5.92E-16
WBGene00194646,38.87032897,5.693701658,72.04695629,12.65379899,3.661498678,0.000974571,0.009925334
WBGene00021641,86.49200042,12.98676223,159.9972386,12.32002526,3.622933308,4.80E-06,7.57E-05
WBGene00000782,236.7877441,35.62090238,437.9545859,12.29487623,3.619985306,3.59E-09,8.80E-08
WBGene00020878,203.486498,30.79721342,376.1757826,12.21460453,3.61053525,7.36E-12,2.58E-10
WBGene00001763,451.2617498,72.34232756,830.1811721,11.47573212,3.520514292,1.87E-09,4.76E-08
WBGene00008891,463.9733664,74.56858376,853.3781491,11.44420487,3.516545324,2.59E-12,9.49E-11
WBGene00009750,311.2148859,51.92163748,570.5081343,10.98786868,3.457839668,5.97E-07,1.08E-05
WBGene00012819,123.4707758,21.3931517,225.5483998,10.54301876,3.398216105,0.000429917,0.00476858
WBGene00017465,377.4406187,66.73806791,688.1431695,10.31110416,3.366126926,5.22E-07,9.51E-06
WBGene00022642,1609.157471,289.4193298,2928.895611,10.11990323,3.33912359,6.56E-37,1.30E-34
WBGene00015633,1362.343515,249.5896329,2475.097397,9.916667483,3.309855381,7.53E-21,5.83E-19
WBGene00009291,483.8258529,88.88577644,878.7659294,9.886462881,3.305454455,1.32E-11,4.49E-10
WBGene00018731,1481.760829,276.8423633,2686.679294,9.704726046,3.278687488,8.57E-25,9.00E-23
WBGene00018057,1507.011866,291.3526518,2722.671081,9.34493324,3.224184357,5.15E-16,2.68E-14
WBGene00000932,1820.493963,354.8417815,3286.146144,9.260877144,3.211148845,1.69E-16,9.30E-15
WBGene00001390,2582.049498,503.9137136,4660.185283,9.247982655,3.209138692,5.06E-27,6.16E-25
WBGene00021135,543.9158004,107.1832617,980.6483391,9.14926756,3.193656254,1.30E-07,2.60E-06
WBGene00012404,185.693772,36.97714589,334.410398,9.04370497,3.176913928,1.57E-09,4.04E-08
WBGene00013329,491.5699306,98.08554272,885.0543184,9.02329022,3.173653589,8.01E-13,3.09E-11
WBGene00194836,483.7160063,96.55041521,870.8815974,9.019967398,3.173122219,1.35E-12,5.12E-11
WBGene00009396,3897.704551,780.0647474,7015.344355,8.993284696,3.16884814,6.14E-27,7.45E-25
WBGene00002013,22285.8547,4488.020259,40083.68914,8.931262968,3.158864201,1.11E-31,1.75E-29
WBGene00050899,1038.182711,209.5288234,1866.836598,8.909688736,3.155375031,3.86E-14,1.67E-12
WBGene00011042,450.4231975,92.37943657,808.4669584,8.751590055,3.129545161,2.51E-08,5.61E-07
WBGene00016262,1533.999188,317.3515877,2750.646788,8.667505992,3.115616929,7.57E-18,4.68E-16
WBGene00022189,313.8136322,65.62514062,562.0021237,8.563823534,3.098255068,0.000155826,0.001899413
WBGene00019818,124.217335,26.25505821,222.1796117,8.462354567,3.081059135,0.000522074,0.005686293
WBGene00016332,7137.290403,1515.503729,12759.07708,8.41903377,3.073654669,2.41E-27,3.04E-25
WBGene00015402,809.3243206,172.0272292,1446.621412,8.409258341,3.071978567,2.53E-11,8.38E-10
WBGene00044728,12668.16652,2713.554627,22622.77842,8.33695338,3.059520268,1.39E-29,2.01E-27
WBGene00016535,922.6089966,201.1860629,1644.03193,8.171698906,3.030636048,4.14E-26,4.85E-24
WBGene00219714,258.9560374,56.5408302,461.3712447,8.159965869,3.028563118,0.000227943,0.002692832
WBGene00045459,9222.578802,2042.011202,16403.1464,8.032838596,3.005909889,4.01E-29,5.69E-27
WBGene00014698,369.8550982,82.96216712,656.7480294,7.916235221,2.984814481,7.58E-06,0.000116029
WBGene00206499,1361.648786,307.9489317,2415.348641,7.843341518,2.97146842,3.42E-14,1.50E-12
WBGene00017755,406.4041724,92.69838462,720.1099602,7.768311856,2.957601118,1.26E-08,2.92E-07
WBGene00009908,141.1842002,32.48601433,249.8823861,7.691998889,2.943358554,0.00084502,0.00872742
WBGene00017390,268.301076,61.82473612,474.7774158,7.679408689,2.940995228,1.86E-12,6.89E-11
WBGene00004092,450.1956731,103.9453223,796.446024,7.662163208,2.937751756,2.22E-12,8.21E-11
WBGene00086568,212.5691311,49.465072,375.6731902,7.594716333,2.92499608,0.000462284,0.005090187
WBGene00008358,392.1568634,91.43218556,692.8815412,7.578092298,2.921834711,2.81E-09,6.97E-08
WBGene00013244,980.6375033,230.3969243,1730.878082,7.512591963,2.909310746,4.89E-13,1.91E-11
WBGene00003617,582.4299908,138.6705997,1026.189382,7.400194301,2.887563151,3.33E-10,9.35E-09
WBGene00008718,137.7871888,33.18974832,242.3846293,7.302996907,2.86848862,1.77E-11,5.95E-10
WBGene00044772,584.057409,141.6396107,1026.475207,7.247091419,2.857402093,4.26E-06,6.80E-05
WBGene00010931,981.8785208,241.4005458,1722.356496,7.13484922,2.834882942,1.66E-14,7.50E-13
WBGene00020869,4900.483303,1208.104657,8592.861948,7.112680094,2.830393277,9.33E-25,9.75E-23
WBGene00009640,1371.442535,338.9610377,2403.924032,7.092036442,2.82619995,1.32E-17,7.96E-16
WBGene00021079,982.1668132,244.1130328,1720.220594,7.046819967,2.816972356,2.64E-13,1.05E-11
WBGene00008211,1613.949176,405.5604473,2822.337905,6.959105414,2.798901861,5.47E-10,1.50E-08
WBGene00009634,1278.166977,321.8933413,2234.440612,6.941555867,2.795259062,2.06E-17,1.22E-15
WBGene00008246,38.19755043,9.634571815,66.76052904,6.929267882,2.792702931,0.000382547,0.00429046
WBGene00022554,556.7064272,141.741658,971.6711963,6.855226685,2.777204373,2.56E-11,8.48E-10
WBGene00009895,1684.989603,431.339671,2938.639535,6.812819994,2.768252089,1.60E-22,1.36E-20
WBGene00013035,1215.771382,315.2647931,2116.27797,6.71269998,2.746893163,1.09E-19,7.67E-18
WBGene00015393,690.1502405,181.5589505,1198.741531,6.60249207,2.723010664,2.13E-16,1.15E-14
WBGene00044078,1374.63031,363.1565201,2386.1041,6.570456451,2.715993598,4.53E-16,2.37E-14
WBGene00015141,2455.932167,656.6317743,4255.23256,6.480393923,2.696081513,2.78E-24,2.75E-22
WBGene00009192,731.5330781,195.6590416,1267.407115,6.477631212,2.695466334,3.48E-16,1.85E-14
WBGene00077692,358.7304489,96.24326922,621.2176285,6.454660503,2.690341216,3.49E-06,5.63E-05
WBGene00012546,355.8435427,95.79505513,615.8920302,6.429267454,2.684654367,2.87E-08,6.35E-07
WBGene00020617,671.4132327,182.6464663,1160.179999,6.352052808,2.667222906,3.59E-15,1.74E-13
WBGene00009637,384.5840944,106.7096362,662.4585527,6.208048086,2.634139732,5.25E-07,9.55E-06
