id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00002098,18.73819181,0,37.47638363,Inf,Inf,0.00121563,0.008186803
WBGene00005694,28.83978527,0,57.67957054,Inf,Inf,0.001088878,0.007451489
WBGene00007466,98.59748618,0,197.1949724,Inf,Inf,2.82E-15,7.34E-14
WBGene00007535,1257.740225,0,2515.48045,Inf,Inf,5.49E-88,2.17E-85
WBGene00008054,73.07157337,0,146.1431467,Inf,Inf,3.84E-06,4.16E-05
WBGene00008394,54.28835934,0,108.5767187,Inf,Inf,0.000190421,0.001535846
WBGene00009497,48.3072229,0,96.61444579,Inf,Inf,4.99E-07,6.05E-06
WBGene00009599,87.98425049,0,175.968501,Inf,Inf,5.05E-16,1.39E-14
WBGene00010181,66.62271245,0,133.2454249,Inf,Inf,1.58E-05,0.000153406
WBGene00010237,41.3336124,0,82.66722481,Inf,Inf,0.00119348,0.008067368
WBGene00010432,118.3785733,0,236.7571465,Inf,Inf,1.52E-19,5.34E-18
WBGene00011157,61.28778288,0,122.5755658,Inf,Inf,3.83E-17,1.16E-15
WBGene00011245,194.5279092,0,389.0558184,Inf,Inf,1.26E-20,4.68E-19
WBGene00014180,116.5353961,0,233.0707922,Inf,Inf,4.54E-10,7.66E-09
WBGene00014199,65.25996548,0,130.519931,Inf,Inf,2.74E-05,0.000257705
WBGene00015071,41.48108356,0,82.96216712,Inf,Inf,7.76E-09,1.18E-07
WBGene00015825,95.72542474,0,191.4508495,Inf,Inf,3.05E-12,6.33E-11
WBGene00015830,338.0615199,0,676.1230398,Inf,Inf,4.87E-49,5.53E-47
WBGene00019815,31.78248116,0,63.56496232,Inf,Inf,3.22E-05,0.000298919
WBGene00044189,77.28147239,0,154.5629448,Inf,Inf,3.42E-13,7.59E-12
WBGene00044479,5.412268307,0,10.82453661,Inf,Inf,0.000281563,0.002189905
WBGene00044518,45.69718482,0,91.39436964,Inf,Inf,3.47E-24,1.54E-22
WBGene00195181,141.3700798,0,282.7401596,Inf,Inf,4.65E-12,9.54E-11
WBGene00195232,32.87019784,0,65.74039567,Inf,Inf,3.58E-05,0.000330479
WBGene00206495,197.0800185,0,394.160037,Inf,Inf,1.10E-19,3.88E-18
WBGene00206499,153.9744658,0,307.9489317,Inf,Inf,1.66E-41,1.49E-39
WBGene00219445,77.79971849,0,155.599437,Inf,Inf,8.58E-19,2.88E-17
WBGene00219446,126.2606148,0,252.5212296,Inf,Inf,8.65E-16,2.33E-14
WBGene00219447,420.5508647,0,841.1017295,Inf,Inf,1.18E-50,1.40E-48
WBGene00219714,28.2704151,0,56.5408302,Inf,Inf,3.44E-10,5.86E-09
WBGene00000682,37238.4213,10.10065168,74466.74195,7372.469055,12.84793215,1.80E-255,4.26E-251
WBGene00219324,10115.68069,3.366883894,20227.99449,6007.927546,12.5526517,3.35E-189,8.84E-186
WBGene00044193,12478.24781,6.259086618,24950.23653,3986.242411,11.96081373,3.50E-198,1.19E-194
WBGene00044385,7778.695822,4.942684475,15552.44896,3146.55913,11.61955934,2.53E-163,3.76E-160
WBGene00018618,1042.290638,0.734079608,2083.847197,2838.720999,11.47102535,2.95E-59,4.74E-57
WBGene00014045,1066.555435,0.841720973,2132.26915,2533.225638,11.30675987,2.08E-56,3.09E-54
WBGene00044293,2551.474864,2.050481751,5100.899247,2487.658934,11.28057299,5.71E-103,3.01E-100
WBGene00045459,1021.426462,0.841720973,2042.011202,2425.995391,11.24436109,6.14E-121,4.56E-118
WBGene00021964,1774.550656,1.575800581,3547.525512,2251.252827,11.13651237,3.20E-81,1.04E-78
WBGene00017743,19298.18749,17.20145927,38579.17353,2242.784924,11.13107556,3.46E-206,2.06E-202
WBGene00010761,404.4171284,0.367039804,808.467217,2202.669053,11.10503703,7.84E-27,3.95E-25
WBGene00003529,1481.993851,1.575800581,2962.411901,1879.940861,10.87647156,2.55E-78,7.38E-76
WBGene00009001,8152.933798,8.676608172,16297.19099,1878.290533,10.87520452,2.71E-169,4.29E-166
WBGene00004996,2469.295356,2.784561358,4935.806151,1772.561462,10.79161994,2.40E-132,2.19E-129
WBGene00189961,6346.34718,7.360206029,12685.33415,1723.50259,10.75112775,5.12E-159,6.40E-156
WBGene00044194,13220.6608,15.9926985,26425.3289,1652.33709,10.69029232,3.46E-188,8.21E-185
WBGene00009892,15199.64546,18.41022005,30380.8807,1650.218228,10.68844111,1.55E-215,1.22E-211
WBGene00044113,967.8858717,1.208760777,1934.562983,1600.451486,10.64426323,6.96E-55,9.73E-53
WBGene00008853,3903.198535,5.050325841,7801.346745,1544.721468,10.59313101,1.90E-123,1.51E-120
WBGene00019179,31597.86898,45.45822836,63150.27974,1389.193596,10.44003195,2.34E-219,2.78E-215
WBGene00005005,5265.493325,9.087763682,10521.89889,1157.809474,10.17718215,7.66E-139,7.58E-136
WBGene00000724,1280.226002,2.569278627,2557.882725,995.5645521,9.959371053,3.49E-61,5.92E-59
WBGene00016092,753.0557577,1.575800581,1504.535715,954.7754538,9.899017667,1.64E-47,1.79E-45
WBGene00019016,20829.88784,44.0094791,41615.76621,945.6091518,9.885100188,2.21E-205,1.05E-201
WBGene00001693,15266.92561,33.93353317,30499.91768,898.8134987,9.811877981,6.40E-175,1.27E-171
WBGene00018034,313.8081662,0.734079608,626.8822527,853.9703953,9.738042246,4.18E-23,1.75E-21
WBGene00013351,957.4141114,2.417521554,1912.410701,791.0625234,9.627647916,4.06E-108,2.24E-105
WBGene00018059,304.0992535,0.841720973,607.3567859,721.5654654,9.494986482,2.84E-19,9.81E-18
WBGene00000756,99743.54957,286.9562812,199200.1429,694.182898,9.439172013,8.52E-202,3.37E-198
WBGene00015700,10144.5606,32.54830957,20256.57289,622.3540687,9.28159178,1.07E-161,1.49E-158
WBGene00000628,99505.22169,325.9648459,198684.4785,609.5273187,9.251547073,7.17E-193,2.13E-189
WBGene00219546,9601.518905,32.89593942,19170.14187,582.7510084,9.186735786,2.73E-158,3.25E-155
WBGene00194738,760.8417505,2.676919992,1519.006581,567.445641,9.148338384,1.67E-42,1.55E-40
WBGene00006419,4156.761779,14.72041206,8298.803146,563.7616062,9.138941419,3.52E-160,4.64E-157
WBGene00021961,307.3770485,1.101119411,613.6529775,557.2992095,9.122308297,7.30E-19,2.46E-17
WBGene00010182,547.3464734,2.050481751,1092.642465,532.8710995,9.05764278,4.61E-32,2.97E-30
WBGene00013050,659.6349836,2.52516292,1316.744804,521.4494454,9.02638358,5.83E-39,4.91E-37
WBGene00044589,16387.5609,63.12907301,32711.99273,518.1763516,9.017299365,2.15E-172,3.93E-169
WBGene00000712,1111.423458,4.404477646,2218.442439,503.6788963,8.976360474,4.91E-52,6.30E-50
WBGene00007765,7544.047521,30.80134197,15057.2937,488.8518727,8.933253569,6.99E-146,7.22E-143
WBGene00019178,35306.48586,152.7008993,70460.27083,461.426692,8.849957651,3.36E-186,7.25E-183
WBGene00000171,176.497611,0.841720973,352.1535011,418.3732046,8.708646645,1.58E-16,4.53E-15
WBGene00044359,350.257926,1.683441947,698.8324101,415.1211816,8.697388737,1.65E-45,1.70E-43
WBGene00001733,869.3359953,4.208604867,1734.463386,412.123124,8.686931605,1.30E-43,1.25E-41
WBGene00017218,2405.257176,11.72056797,4798.793783,409.4335527,8.677485525,1.59E-22,6.41E-21
WBGene00000660,104569.478,558.5639627,208580.3919,373.4225726,8.544665328,4.53E-170,7.68E-167
WBGene00235118,225.5381132,1.208760777,449.8674656,372.1724547,8.539827472,2.41E-17,7.40E-16
WBGene00235324,145.0162744,0.841720973,289.1908279,343.5708946,8.424464014,2.41E-28,1.32E-26
WBGene00020473,478.6594458,2.784561358,954.5343303,342.7952225,8.421203193,8.34E-30,4.80E-28
WBGene00235092,2882.642482,17.09381791,5748.191145,336.2731004,8.393489567,1.11E-114,6.74E-112
WBGene00010183,733.0100653,4.360361939,1461.659769,335.2152388,8.388943925,9.35E-52,1.19E-49
WBGene00045398,479.9952839,2.892202724,957.098365,330.9236787,8.370354715,2.13E-56,3.15E-54
WBGene00019233,391.3128734,2.417521554,780.2082253,322.730618,8.334186645,8.39E-25,3.82E-23
WBGene00017839,1002.949054,6.259086618,1999.639021,319.4777678,8.319571728,2.70E-50,3.19E-48
WBGene00019964,742.7386949,5.050325841,1480.427064,293.1349601,8.195421228,5.56E-53,7.22E-51
WBGene00045261,52.99407803,0.367039804,105.6211163,287.764747,8.168746053,0.000195653,0.001574839
WBGene00016694,52.64891532,0.367039804,104.9307908,285.8839552,8.159285843,1.13E-06,1.32E-05
WBGene00017345,149.1502719,1.101119411,297.1994245,269.9066254,8.076316581,2.40E-12,5.03E-11
WBGene00009464,48.90664037,0.367039804,97.44624095,265.4922979,8.052526198,3.99E-12,8.22E-11
WBGene00202498,2132.630101,16.29621264,4248.96399,260.7332197,8.026430596,5.06E-97,2.41E-94
WBGene00004742,1951.715396,15.0239262,3888.406865,258.8142948,8.015773492,1.90E-77,5.19E-75
WBGene00008872,983.1292385,7.575488761,1958.682988,258.5553289,8.014329229,1.60E-47,1.75E-45
WBGene00020497,31718.44775,248.9570818,63187.93842,253.8105683,7.987608332,5.21E-154,5.89E-151
WBGene00007473,46.57773443,0.367039804,92.78842906,252.8020888,7.981864574,7.00E-05,0.000611502
WBGene00194663,152.4989567,1.208760777,303.7891527,251.322808,7.973397794,7.14E-11,1.30E-09
WBGene00000598,45.80366721,0.367039804,91.24029462,248.5841962,7.95759077,0.001139913,0.007762719
WBGene00009486,488.2052698,4.100963501,972.3095761,237.0929602,7.889309016,1.57E-36,1.19E-34
WBGene00016929,130.4440954,1.101119411,259.7870714,235.9299716,7.882214894,1.51E-11,2.95E-10
WBGene00015583,166.2615246,1.468159215,331.05489,225.4897743,7.8169182,2.54E-11,4.85E-10
WBGene00020832,4475.876791,40.30026116,8911.453322,221.126441,7.788727734,5.27E-120,3.80E-117
WBGene00195182,890.686411,8.030759977,1773.342062,220.8187104,7.78671861,5.09E-40,4.42E-38
WBGene00002013,2254.499879,20.97949868,4488.020259,213.9240946,7.740955174,1.46E-132,1.38E-129
WBGene00021479,269.9271175,2.569278627,537.2849565,209.118992,7.708180282,1.70E-31,1.08E-29
WBGene00008304,5891.700742,57.46290052,11725.93858,204.0610285,7.672856873,6.82E-111,3.86E-108
WBGene00021478,635.3720423,6.454959396,1264.289125,195.8632189,7.61370269,1.79E-62,3.25E-60
WBGene00050906,1045.366825,10.81532134,2079.91833,192.3122083,7.58730654,7.68E-52,9.81E-50
WBGene00011753,11806.85437,127.2339874,23486.47475,184.5927746,7.528202273,1.72E-128,1.46E-125
WBGene00011018,6346.375874,69.24699415,12623.50475,182.29679,7.510145348,5.98E-120,4.17E-117
WBGene00014037,396.4678775,4.360361939,788.5753932,180.8509028,7.498656989,1.19E-22,4.82E-21
WBGene00011429,2105.008561,23.85229145,4186.16483,175.503676,7.455357439,3.30E-80,1.05E-77
WBGene00206520,31.1216006,0.367039804,61.8761614,168.5816109,7.397303364,0.000787376,0.005556308
WBGene00008640,1424.527348,17.03029225,2832.024404,166.2933532,7.377586694,8.43E-68,1.79E-65
WBGene00017509,1487.345648,17.96024463,2956.731052,164.6264353,7.363052209,3.08E-86,1.14E-83
WBGene00219691,59.82475285,0.734079608,118.9154261,161.992548,7.339783638,0.00037785,0.002853756
WBGene00044246,67.84365402,0.841720973,134.8455871,160.202242,7.323750528,7.66E-11,1.39E-09
WBGene00012672,816.3308149,10.34064017,1622.32099,156.887868,7.293589984,1.10E-34,7.89E-33
