id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000628,162.982423,0,325.9648459,Inf,Inf,9.77E-72,4.51E-69
WBGene00000690,519.4927709,0,1038.985542,Inf,Inf,9.89E-41,1.77E-38
WBGene00000756,143.4781406,0,286.9562812,Inf,Inf,2.00E-66,7.68E-64
WBGene00001932,45.14589587,0,90.29179173,Inf,Inf,5.47E-08,1.21E-06
WBGene00004512,23.79141369,0,47.58282737,Inf,Inf,5.13E-05,0.000632971
WBGene00004513,19.8201494,0,39.64029881,Inf,Inf,2.07E-05,0.000279398
WBGene00004994,18.51786142,0,37.03572283,Inf,Inf,0.000194888,0.002094067
WBGene00006060,57.6199534,0,115.2399068,Inf,Inf,7.75E-07,1.42E-05
WBGene00006248,45.05766445,0,90.11532891,Inf,Inf,0.000114984,0.001308073
WBGene00006419,7.360206029,0,14.72041206,Inf,Inf,7.81E-07,1.43E-05
WBGene00006953,38.51888282,0,77.03776564,Inf,Inf,5.80E-09,1.47E-07
WBGene00008478,47.557235,0,95.11447,Inf,Inf,3.50E-08,7.96E-07
WBGene00008479,45.87379305,0,91.7475861,Inf,Inf,2.55E-07,5.11E-06
WBGene00009150,17.69114122,0,35.38228244,Inf,Inf,0.000904355,0.008129317
WBGene00011427,34.30057298,0,68.60114596,Inf,Inf,1.14E-22,9.03E-21
WBGene00013961,228.7434256,0,457.4868512,Inf,Inf,3.26E-28,3.49E-26
WBGene00013972,63.12907301,0,126.258146,Inf,Inf,2.88E-08,6.63E-07
WBGene00015719,100.4215583,0,200.8431167,Inf,Inf,1.66E-09,4.56E-08
WBGene00015722,475.5291568,0,951.0583136,Inf,Inf,1.47E-42,2.84E-40
WBGene00015724,257.7298651,0,515.4597303,Inf,Inf,6.14E-23,4.88E-21
WBGene00015726,196.9168428,0,393.8336855,Inf,Inf,3.13E-18,1.96E-16
WBGene00015872,21.04302434,0,42.08604867,Inf,Inf,0.000649159,0.006059865
WBGene00015874,39.98174624,0,79.96349248,Inf,Inf,4.57E-06,7.19E-05
WBGene00015875,79.96349248,0,159.926985,Inf,Inf,9.92E-11,3.19E-09
WBGene00017230,277.2173855,0,554.4347709,Inf,Inf,1.87E-25,1.69E-23
WBGene00017232,65.4495448,0,130.8990896,Inf,Inf,7.28E-07,1.34E-05
WBGene00018627,32.29861611,0,64.59723222,Inf,Inf,0.000177321,0.001923248
WBGene00018628,37.31717912,0,74.63435824,Inf,Inf,1.20E-06,2.11E-05
