id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00019489,12443.07056,85.95884463,24800.18227,288.5122802,8.172488917,1.03E-150,4.44E-148
WBGene00016147,1715.988483,11.93075713,3420.046208,286.6579354,8.163186407,4.01E-72,6.96E-70
WBGene00017839,1003.370081,7.101141107,1999.639021,281.5940411,8.137472995,2.00E-48,2.07E-46
WBGene00235311,179.1194291,1.275478418,356.9633799,279.8662642,8.128593781,2.35E-12,4.37E-11
WBGene00009599,88.30312009,0.637739209,175.968501,275.9254857,8.108134906,1.87E-13,3.80E-12
WBGene00020063,1084.268165,7.832024234,2160.704306,275.8806972,8.107900707,1.38E-64,2.15E-62
WBGene00007765,7557.463428,57.6331559,15057.2937,261.2609611,8.029347756,3.06E-134,1.15E-131
WBGene00011699,638.4414996,4.915625835,1271.967373,258.7600066,8.015470844,3.39E-68,5.52E-66
WBGene00019524,116.2291534,0.910036854,231.54827,254.4383438,7.99117229,6.33E-24,2.57E-22
WBGene00004932,537.9063182,4.371030544,1071.441606,245.1233399,7.93736405,7.95E-42,6.66E-40
WBGene00011018,6337.609552,51.71434929,12623.50475,244.1006206,7.931332153,1.18E-131,4.29E-129
WBGene00015332,27423.46753,227.2793201,54619.65574,240.319514,7.90880999,4.31E-163,2.26E-160
WBGene00020473,479.2699596,4.005588981,954.5343303,238.3006182,7.896638884,1.42E-28,7.13E-27
WBGene00007344,3069.615519,25.76759778,6113.46344,237.2539144,7.89028808,2.06E-31,1.17E-29
WBGene00000688,809.0533287,7.007997189,1611.09866,229.8943074,7.844826933,2.09E-82,4.58E-80
WBGene00011462,852.9452179,7.738880316,1698.151555,219.4311691,7.777624658,8.64E-40,6.70E-38
WBGene00008072,68.45780161,0.637739209,136.277864,213.689016,7.739368943,7.87E-14,1.65E-12
WBGene00015338,490.5673405,4.64332819,976.4913528,210.2998782,7.716304204,1.61E-28,8.09E-27
WBGene00016092,756.0011488,7.466582671,1504.535715,201.5025858,7.654654542,1.19E-40,9.52E-39
WBGene00012672,815.3953766,8.469763443,1622.32099,191.5426565,7.581521905,1.60E-37,1.16E-35
WBGene00219691,59.77658266,0.637739209,118.9154261,186.4640349,7.542753581,0.000281238,0.001965652
WBGene00021072,1309.091101,14.02312849,2604.159074,185.704572,7.536865524,5.39E-56,6.84E-54
WBGene00195050,785.7591685,8.562907361,1562.95543,182.526257,7.511960205,3.97E-38,2.90E-36
WBGene00017806,252.2860659,2.823254481,501.7488774,177.7200323,7.473462498,2.31E-15,5.41E-14
WBGene00022013,3147.936268,36.32973258,6259.542803,172.2980699,7.42876273,1.33E-120,4.32E-118
WBGene00007893,78.55477701,0.910036854,156.1995172,171.6408697,7.423249306,1.05E-05,9.39E-05
WBGene00000737,759.6664984,8.828070898,1510.504926,171.1024915,7.418716958,5.26E-75,9.91E-73
WBGene00003473,4201.204139,48.89109481,8353.517182,170.8596875,7.416668239,1.09E-126,3.76E-124
WBGene00009990,54.66485647,0.637739209,108.6919737,170.4332621,7.413063112,3.25E-17,8.71E-16
WBGene00194738,764.0104698,9.014358734,1519.006581,168.5096662,7.39668754,2.49E-37,1.77E-35
WBGene00015722,77.01934828,0.910036854,153.1286597,168.2664378,7.394603637,7.48E-18,2.12E-16
WBGene00006953,125.7089693,1.547776063,249.8701626,161.4381877,7.334838074,1.36E-09,1.97E-08
WBGene00011595,73.39883185,0.910036854,145.8876268,160.309581,7.324716842,5.01E-07,5.41E-06
WBGene00010217,100.092432,1.275478418,198.9093855,155.9488445,7.284929053,1.30E-10,2.10E-09
WBGene00195181,142.2801167,1.820073709,282.7401596,155.3454447,7.279336127,4.19E-10,6.40E-09
WBGene00009464,49.04199008,0.637739209,97.44624095,152.7995136,7.255496141,1.77E-10,2.80E-09
WBGene00015825,96.36316395,1.275478418,191.4508495,150.1012066,7.229791764,1.03E-09,1.51E-08
WBGene00019382,914.0228347,12.20305478,1815.842615,148.8022997,7.217253013,1.56E-27,7.52E-26
WBGene00019233,392.7446463,5.281067398,780.2082253,147.736843,7.206885844,9.32E-22,3.34E-20
WBGene00019567,94.85244379,1.275478418,188.4294092,147.7323383,7.206841854,6.75E-15,1.53E-13
WBGene00017228,334.601279,4.550184271,664.6523738,146.071529,7.190531198,5.48E-50,5.95E-48
WBGene00021343,4852.048979,66.09578524,9638.002174,145.8187105,7.188032039,3.06E-100,8.59E-98
WBGene00019376,1123.160902,16.93952689,2229.382277,131.6082965,7.040106628,5.65E-48,5.78E-46
WBGene00010614,1359.244699,20.85197195,2697.637427,129.3708544,7.015368823,4.16E-61,5.97E-59
WBGene00000171,177.4418058,2.730110563,352.1535011,128.9887325,7.011101238,3.84E-14,8.21E-13
WBGene00004877,206.0058455,3.188696044,408.8229949,128.2100862,7.002365953,1.06E-20,3.63E-19
WBGene00017634,98.58379803,1.547776063,195.61982,126.3876763,6.981711987,1.42E-19,4.56E-18
WBGene00017836,201.4826986,3.188696044,399.7767012,125.3730978,6.970084002,8.41E-17,2.21E-15
WBGene00017509,1490.475437,24.21982172,2956.731052,122.0789767,6.931670964,1.91E-81,4.11E-79
WBGene00015694,341.694907,5.553365044,677.8364489,122.0586876,6.931431173,3.42E-28,1.70E-26
WBGene00015355,2162.412498,35.240542,4289.584453,121.7229989,6.927457972,1.05E-69,1.77E-67
WBGene00195180,38.75460752,0.637739209,76.87147584,120.537478,6.913337974,0.000969531,0.006025336
WBGene00011158,55.19139104,0.910036854,109.4727452,120.2948482,6.910431048,3.25E-07,3.59E-06
WBGene00016929,130.9862933,2.185515272,259.7870714,118.8676532,6.893212366,9.37E-11,1.53E-09
WBGene00018114,37.16815514,0.637739209,73.69857106,115.5622393,6.852526255,0.000285952,0.001998021
WBGene00015682,110.2758814,1.913217627,218.6385453,114.2779275,6.836402967,2.11E-12,3.95E-11
WBGene00050906,1049.0631,18.20787119,2079.91833,114.2318235,6.835820813,2.63E-49,2.79E-47
WBGene00008680,72.15477508,1.275478418,143.0340717,112.1415069,6.809176551,1.38E-11,2.43E-10
WBGene00220009,51.23781517,0.910036854,101.5655935,111.6060223,6.802271068,0.000380028,0.002586397
WBGene00016863,258.9159187,4.64332819,513.1885093,110.5216966,6.788185803,2.67E-15,6.22E-14
WBGene00010761,407.9668998,7.466582671,808.467217,108.2780775,6.758597367,1.45E-20,4.96E-19
WBGene00022441,1098.102198,20.12822293,2176.076173,108.1106951,6.756365442,7.42E-51,8.28E-49
WBGene00007929,664.5573701,12.20305478,1316.911685,107.9165594,6.753772447,8.98E-43,7.76E-41
WBGene00000487,292.4713094,5.374211317,579.5684075,107.8425044,6.752782095,2.87E-16,7.19E-15
WBGene00019909,1449.877691,26.77791266,2872.97747,107.2890746,6.745359362,3.71E-63,5.66E-61
WBGene00020136,117.5904382,2.185515272,232.9953612,106.6088918,6.736183962,3.08E-15,7.14E-14
WBGene00010343,133.452697,2.550956836,264.3544372,103.6295219,6.695291245,4.97E-09,6.79E-08
WBGene00022713,1970.961329,39.59730433,3902.325353,98.55027809,6.622788037,6.88E-88,1.63E-85
WBGene00000620,15226.69778,308.953144,30144.44242,97.56962506,6.608360179,7.43E-133,2.75E-130
WBGene00206520,31.25695031,0.637739209,61.8761614,97.02423897,6.600273307,0.001645115,0.009689465
WBGene00012398,685.6749888,14.02312849,1357.326849,96.79201402,6.596816115,1.93E-46,1.86E-44
WBGene00010432,119.6074797,2.457812917,236.7571465,96.328384,6.589889058,4.35E-15,1.00E-13
WBGene00021876,7768.947832,163.462194,15374.43347,94.05498049,6.555432436,1.23E-106,3.53E-104
WBGene00219298,245.0468617,5.281067398,484.812656,91.8020202,6.520453997,4.13E-26,1.87E-24
WBGene00020737,290.9194825,6.284248171,575.5547169,91.58688538,6.517069124,2.71E-17,7.30E-16
WBGene00001852,1532.08568,33.96506358,3030.206296,89.21538712,6.47922065,3.77E-92,9.46E-90
WBGene00219714,28.58928471,0.637739209,56.5408302,88.65823116,6.470182674,1.02E-07,1.19E-06
WBGene00018406,188.9970592,4.371030544,373.6230878,85.47711668,6.417466339,7.86E-28,3.84E-26
WBGene00008889,27.56569902,0.637739209,54.49365883,85.44818645,6.416977967,7.96E-06,7.26E-05
WBGene00017231,120.9025253,2.823254481,238.9817962,84.64762841,6.403397743,3.43E-26,1.57E-24
WBGene00014053,540.6087168,12.74765007,1068.469783,83.81699982,6.389170977,1.05E-27,5.10E-26
WBGene00001782,169.168318,4.005588981,334.331047,83.46613909,6.383119132,2.49E-13,5.01E-12
WBGene00011400,1697.508675,40.24931175,3354.768037,83.34969945,6.381105092,9.23E-59,1.25E-56
WBGene00014180,117.9470233,2.823254481,233.0707922,82.55394396,6.367265235,1.97E-07,2.22E-06
WBGene00016881,512.1694232,12.2961987,1012.042648,82.30532644,6.362913893,1.86E-35,1.24E-33
WBGene00001789,271.4531271,6.556545816,536.3497083,81.8037002,6.354094197,2.83E-24,1.16E-22
WBGene00010717,104.6321209,2.550956836,206.7132851,81.03362714,6.340448813,6.98E-10,1.05E-08
WBGene00018937,488.3444707,11.93075713,964.7581843,80.86311485,6.337409872,9.02E-20,2.93E-18
WBGene00000697,770.2991071,19.20391786,1521.394296,79.22312039,6.307849621,7.61E-85,1.78E-82
WBGene00189948,137.4395931,3.46099369,271.4181926,78.42204202,6.293187303,6.53E-08,7.81E-07
WBGene00001726,728.0078913,18.38702492,1437.628758,78.18713271,6.288859297,4.92E-76,9.50E-74
WBGene00018102,61.10771561,1.547776063,120.6676552,77.96195977,6.284698452,1.34E-06,1.36E-05
WBGene00011052,456.3412521,11.56531557,901.1171885,77.91548645,6.283838201,1.72E-35,1.15E-33
WBGene00013496,3312.919562,84.49707838,6541.342046,77.41500856,6.274541386,2.10E-73,3.78E-71
WBGene00014192,812.9575908,20.85197195,1605.06321,76.97416885,6.266302479,6.43E-40,5.00E-38
WBGene00015721,164.9657034,4.277886626,325.6535201,76.12485991,6.250295763,9.47E-30,5.03E-28
WBGene00077439,263.2590203,6.828843462,519.6891971,76.10208083,6.249863996,5.76E-20,1.90E-18
WBGene00009914,48.52246066,1.275478418,95.7694429,75.08511439,6.230455017,0.00059249,0.003882261
WBGene00010135,18261.24381,484.3817657,36038.10586,74.4002116,6.217234819,1.44E-113,4.28E-111
WBGene00044246,68.33283039,1.820073709,134.8455871,74.0879814,6.211167621,4.27E-09,5.88E-08
WBGene00021478,640.7039029,17.11868061,1264.289125,73.85435559,6.206611102,9.92E-53,1.18E-50
WBGene00015624,47.67816061,1.275478418,94.08084279,73.76121891,6.204790592,0.000237614,0.00168418
WBGene00015597,105.261004,2.823254481,207.6987536,73.56713857,6.200989573,1.32E-14,2.91E-13
WBGene00017465,33.82405238,0.910036854,66.73806791,73.33556613,6.196441138,9.24E-10,1.37E-08
WBGene00017748,2287.286246,61.64587899,4512.926613,73.20727171,6.193915054,7.61E-66,1.20E-63
WBGene00007796,204.3014047,5.553365044,403.0494443,72.57751672,6.18145079,1.63E-12,3.08E-11
WBGene00008792,381.515097,10.5621348,752.4680591,71.24204279,6.15465698,2.37E-32,1.40E-30
WBGene00016521,65.57532116,1.820073709,129.3305686,71.05787419,6.150922624,2.68E-08,3.35E-07
WBGene00004275,188.7351359,5.281067398,372.1892044,70.47613225,6.139062846,3.62E-11,6.13E-10
WBGene00017168,344.5807647,9.652097943,679.5094315,70.40017989,6.13750721,2.98E-16,7.41E-15
WBGene00007946,599.3652833,16.93239278,1181.798174,69.79510749,6.125054005,3.54E-29,1.82E-27
WBGene00138724,162.6089201,4.64332819,320.5745121,69.03981347,6.109356662,7.60E-11,1.25E-09
WBGene00009481,66.85667932,1.913217627,131.800141,68.88925712,6.106207116,8.53E-06,7.76E-05
WBGene00219423,3826.3989,109.9852444,7542.812555,68.5802227,6.099720684,2.28E-82,4.94E-80
WBGene00018470,1954.700104,56.99541669,3852.404791,67.59148393,6.078769583,3.09E-61,4.48E-59
WBGene00019939,1194.926544,35.14739808,2354.70569,66.99516375,6.065985049,4.78E-13,9.43E-12
WBGene00017230,30.88105527,0.910036854,60.85207369,66.86770256,6.063237645,3.37E-08,4.16E-07
WBGene00017446,360.6490915,10.74842263,710.5497603,66.10735217,6.046738826,1.45E-19,4.63E-18
WBGene00022476,91.57495953,2.730110563,180.4198085,66.08516554,6.046254554,2.41E-10,3.76E-09
WBGene00015182,652.8406392,19.85592528,1285.825353,64.75776549,6.0169813,7.74E-34,4.82E-32
WBGene00015040,71.54778947,2.185515272,140.9100637,64.47452711,6.010657382,3.91E-08,4.80E-07
WBGene00000751,808.6625311,25.22300249,1592.10206,63.12103645,5.980048989,1.48E-30,8.13E-29
WBGene00015223,61.19459133,1.913217627,120.475965,62.97034031,5.976600559,3.21E-06,3.11E-05
WBGene00012422,117.4225746,3.733291335,231.111858,61.90565836,5.951999377,2.73E-06,2.66E-05
WBGene00009327,77.26208368,2.457812917,152.0663544,61.87059778,5.951182068,3.42E-08,4.23E-07
WBGene00008303,812.9627623,26.31932718,1599.606197,60.77686509,5.925450356,2.37E-29,1.23E-27
WBGene00020593,614.5308448,19.94193509,1209.119754,60.63201734,5.922007919,6.44E-36,4.40E-34
WBGene00195034,58.70010953,1.913217627,115.4870014,60.36271035,5.915585681,0.0002307,0.001639997
WBGene00018209,163.6396773,5.374211317,321.9051434,59.89811796,5.904438768,1.86E-08,2.38E-07
WBGene00021790,19.40242495,0.637739209,38.16711069,59.84752098,5.903219584,1.54E-06,1.55E-05
WBGene00020871,112.6018411,3.826435253,221.377247,57.85469564,5.854362152,3.05E-08,3.78E-07
WBGene00015592,452.2947067,15.93634611,888.6530674,55.76266109,5.801227506,9.80E-26,4.34E-24
WBGene00011325,751.4643629,26.4913468,1476.437379,55.73281684,5.800455167,2.02E-34,1.28E-32
WBGene00007517,341.9403391,12.10991086,671.7707674,55.47280861,5.793708866,1.41E-32,8.46E-31
WBGene00009386,588.814198,20.85910606,1156.76929,55.45632141,5.793280016,6.34E-30,3.40E-28
