id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000171,176.0767505,0,352.1535011,Inf,Inf,3.30E-19,1.34E-17
WBGene00000628,99342.23926,0,198684.4785,Inf,Inf,0,0
WBGene00000690,41.37843381,0,82.75686763,Inf,Inf,2.53E-16,8.29E-15
WBGene00000756,99600.07143,0,199200.1429,Inf,Inf,0,0
WBGene00001697,34.41823187,0,68.83646375,Inf,Inf,0.000874152,0.006023338
WBGene00005106,10.70938197,0,21.41876394,Inf,Inf,0.001401126,0.009127789
WBGene00006044,4.337458153,0,8.674916306,Inf,Inf,0.001215591,0.008071868
WBGene00006052,9.813656638,0,19.62731328,Inf,Inf,9.04E-05,0.000782307
WBGene00006060,7.900849084,0,15.80169817,Inf,Inf,0.000963171,0.006565217
WBGene00006288,45.03807143,0,90.07614286,Inf,Inf,5.21E-05,0.000478484
WBGene00006419,4149.401573,0,8298.803146,Inf,Inf,8.02E-201,8.16E-198
WBGene00006953,124.9350813,0,249.8701626,Inf,Inf,1.26E-12,3.01E-11
WBGene00007535,1257.740225,0,2515.48045,Inf,Inf,1.53E-96,4.97E-94
WBGene00008054,73.07157337,0,146.1431467,Inf,Inf,1.07E-06,1.32E-05
WBGene00008394,54.28835934,0,108.5767187,Inf,Inf,7.68E-05,0.000679861
WBGene00008396,2.29028678,0,4.58057356,Inf,Inf,0.000716842,0.005050909
WBGene00008497,5.290710604,0,10.58142121,Inf,Inf,0.001060354,0.007144419
WBGene00008853,3900.673372,0,7801.346745,Inf,Inf,1.18E-144,5.99E-142
WBGene00009150,24.68121113,0,49.36242225,Inf,Inf,0.00073409,0.005155371
WBGene00009464,48.72312047,0,97.44624095,Inf,Inf,2.84E-14,7.84E-13
WBGene00009497,48.3072229,0,96.61444579,Inf,Inf,1.21E-07,1.69E-06
WBGene00009599,87.98425049,0,175.968501,Inf,Inf,1.89E-17,6.78E-16
WBGene00010181,66.62271245,0,133.2454249,Inf,Inf,5.00E-06,5.54E-05
WBGene00011157,61.28778288,0,122.5755658,Inf,Inf,1.34E-18,5.25E-17
WBGene00011158,54.73637261,0,109.4727452,Inf,Inf,2.17E-09,3.76E-08
WBGene00011245,194.5279092,0,389.0558184,Inf,Inf,1.52E-22,7.63E-21
WBGene00011427,1400.199505,0,2800.39901,Inf,Inf,4.97E-90,1.53E-87
WBGene00011595,72.94381342,0,145.8876268,Inf,Inf,4.58E-09,7.67E-08
WBGene00011666,40.99495315,0,81.9899063,Inf,Inf,8.71E-05,0.000757607
WBGene00013050,658.3724021,0,1316.744804,Inf,Inf,1.94E-46,2.39E-44
WBGene00013351,956.2053507,0,1912.410701,Inf,Inf,8.32E-125,3.42E-122
WBGene00013961,151.8236407,0,303.6472813,Inf,Inf,1.20E-24,6.95E-23
WBGene00014049,3.883242632,0,7.766485264,Inf,Inf,0.001450459,0.009412503
WBGene00014050,72.04178544,0,144.0835709,Inf,Inf,6.72E-10,1.23E-08
WBGene00014180,116.5353961,0,233.0707922,Inf,Inf,5.20E-11,1.07E-09
WBGene00014199,65.25996548,0,130.519931,Inf,Inf,9.13E-06,9.69E-05
WBGene00015406,278.1288761,0,556.2577521,Inf,Inf,1.17E-22,5.94E-21
WBGene00015583,165.527445,0,331.05489,Inf,Inf,3.42E-15,1.03E-13
WBGene00015596,13.53052016,0,27.06104032,Inf,Inf,0.000139883,0.001167705
WBGene00015722,76.56432985,0,153.1286597,Inf,Inf,2.19E-23,1.17E-21
WBGene00015724,29.35773015,0,58.71546031,Inf,Inf,5.76E-11,1.19E-09
WBGene00015726,20.03670739,0,40.07341478,Inf,Inf,2.18E-08,3.36E-07
WBGene00015825,95.72542474,0,191.4508495,Inf,Inf,2.38E-13,6.04E-12
WBGene00015830,338.0615199,0,676.1230398,Inf,Inf,1.46E-53,2.24E-51
WBGene00016881,506.0213238,0,1012.042648,Inf,Inf,7.25E-57,1.18E-54
WBGene00017230,30.42603684,0,60.85207369,Inf,Inf,2.84E-11,5.99E-10
WBGene00017232,8.310243197,0,16.62048639,Inf,Inf,0.001252337,0.008282978
WBGene00017345,148.5997122,0,297.1994245,Inf,Inf,6.24E-16,1.99E-14
WBGene00017845,31.60329593,0,63.20659186,Inf,Inf,0.001025909,0.006948338
WBGene00018059,303.678393,0,607.3567859,Inf,Inf,2.53E-22,1.25E-20
WBGene00018105,75.2787208,0,150.5574416,Inf,Inf,1.56E-07,2.15E-06
WBGene00018618,1041.923598,0,2083.847197,Inf,Inf,4.26E-68,8.66E-66
WBGene00019179,31575.13987,0,63150.27974,Inf,Inf,2.87E-295,8.41E-292
WBGene00019202,75.15065963,0,150.3013193,Inf,Inf,2.61E-16,8.54E-15
WBGene00019281,18.92357929,0,37.84715858,Inf,Inf,7.39E-05,0.00065636
WBGene00019815,31.78248116,0,63.56496232,Inf,Inf,1.15E-05,0.000119971
WBGene00019861,24.64299359,0,49.28598717,Inf,Inf,0.000127798,0.001074487
WBGene00020535,98.00920805,0,196.0184161,Inf,Inf,2.17E-21,1.01E-19
WBGene00020982,207.1110779,0,414.2221558,Inf,Inf,5.37E-18,2.00E-16
