id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000756,4.962197794,0,9.924395588,Inf,Inf,1.79E-05,0.000257694
WBGene00001245,50.21314519,0,100.4262904,Inf,Inf,5.08E-05,0.000659118
WBGene00001603,42.47069782,0,84.94139564,Inf,Inf,0.000230413,0.002541848
WBGene00001932,49.10591908,0,98.21183817,Inf,Inf,6.44E-08,1.43E-06
WBGene00001944,133.9506038,0,267.9012075,Inf,Inf,8.46E-12,3.26E-10
WBGene00003469,38.60839177,0,77.21678354,Inf,Inf,0.000433067,0.004390954
WBGene00004512,43.50241503,0,87.00483006,Inf,Inf,9.47E-06,0.000145036
WBGene00004513,50.70026711,0,101.4005342,Inf,Inf,1.18E-06,2.11E-05
WBGene00004971,45.569817,0,91.139634,Inf,Inf,0.00027686,0.002992176
WBGene00004994,26.82091757,0,53.64183514,Inf,Inf,6.36E-06,0.000101851
WBGene00006044,146.6695171,0,293.3390343,Inf,Inf,3.44E-13,1.56E-11
WBGene00006052,79.96829643,0,159.9365929,Inf,Inf,1.37E-09,3.92E-08
WBGene00006053,54.59130984,0,109.1826197,Inf,Inf,7.25E-06,0.000114496
WBGene00006060,13.29581241,0,26.59162483,Inf,Inf,0.000222977,0.002475042
WBGene00007248,49.79399756,0,99.58799512,Inf,Inf,7.36E-05,0.000917884
WBGene00007307,68.53199558,0,137.0639912,Inf,Inf,1.80E-07,3.69E-06
WBGene00008186,39.01327118,0,78.02654237,Inf,Inf,0.000627364,0.006113653
WBGene00008497,66.34291325,0,132.6858265,Inf,Inf,5.62E-08,1.26E-06
WBGene00009313,60.24138586,0,120.4827717,Inf,Inf,5.38E-06,8.73E-05
WBGene00009605,42.56027468,0,85.12054937,Inf,Inf,0.0004553,0.00459042
WBGene00010265,70.24465715,0,140.4893143,Inf,Inf,8.87E-07,1.63E-05
WBGene00011379,51.47792244,0,102.9558449,Inf,Inf,5.55E-05,0.000712565
WBGene00012207,64.68772505,0,129.3754501,Inf,Inf,6.78E-06,0.000107827
WBGene00013290,36.37273748,0,72.74547497,Inf,Inf,0.000466421,0.004694421
WBGene00013474,88.37008559,0,176.7401712,Inf,Inf,2.31E-08,5.45E-07
WBGene00013614,39.11711627,0,78.23423253,Inf,Inf,0.000590278,0.005790986
WBGene00013621,74.23577766,0,148.4715553,Inf,Inf,2.28E-07,4.59E-06
WBGene00013771,165.809228,0,331.618456,Inf,Inf,1.48E-13,7.05E-12
WBGene00015306,53.61686576,0,107.2337315,Inf,Inf,5.05E-05,0.00065667
WBGene00016839,47.934486,0,95.868972,Inf,Inf,8.42E-05,0.001033819
WBGene00016881,6.148099348,0,12.2961987,Inf,Inf,1.61E-06,2.84E-05
WBGene00016980,52.74983381,0,105.4996676,Inf,Inf,6.91E-05,0.000866419
WBGene00017172,63.01450133,0,126.0290027,Inf,Inf,9.29E-06,0.00014277
WBGene00017175,63.56266367,0,127.1253273,Inf,Inf,6.04E-06,9.73E-05
WBGene00018628,22.80819448,0,45.61638896,Inf,Inf,2.49E-06,4.28E-05
WBGene00019880,17.53782824,0,35.07565649,Inf,Inf,4.43E-06,7.33E-05
