id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
WBGene00000690,5.832986875,0,11.66597375,Inf,Inf,0.000712413,0.00443093
WBGene00000758,291.1436439,0,582.2872877,Inf,Inf,2.78E-70,4.00E-68
WBGene00005105,53.93391223,0,107.8678245,Inf,Inf,7.23E-05,0.000542803
WBGene00006419,19761.4859,0,39522.9718,Inf,Inf,4.91E-242,2.42E-238
WBGene00007535,942.1936569,0,1884.387314,Inf,Inf,2.23E-77,3.69E-75
WBGene00008396,3619.392136,0,7238.784273,Inf,Inf,2.35E-128,1.26E-125
WBGene00008842,105.3329944,0,210.6659887,Inf,Inf,4.73E-08,5.47E-07
WBGene00008908,14.16548819,0,28.33097639,Inf,Inf,8.39E-08,9.39E-07
WBGene00009338,40.50736907,0,81.01473814,Inf,Inf,1.31E-13,2.45E-12
WBGene00009486,274.1652496,0,548.3304993,Inf,Inf,9.36E-34,4.70E-32
WBGene00009497,58.02595378,0,116.0519076,Inf,Inf,7.96E-07,7.99E-06
WBGene00011157,352.0090521,0,704.0181042,Inf,Inf,6.56E-26,2.44E-24
WBGene00011161,106.3428597,0,212.6857194,Inf,Inf,3.04E-08,3.58E-07
WBGene00011168,53.39993668,0,106.7998734,Inf,Inf,3.62E-08,4.23E-07
WBGene00011245,130.6013801,0,261.2027601,Inf,Inf,4.45E-17,1.05E-15
WBGene00012311,100.9346783,0,201.8693566,Inf,Inf,4.64E-10,6.56E-09
WBGene00013050,41.80856529,0,83.61713059,Inf,Inf,9.80E-15,1.99E-13
WBGene00014045,9.460149709,0,18.92029942,Inf,Inf,5.01E-06,4.53E-05
WBGene00014050,61.36021272,0,122.7204254,Inf,Inf,5.20E-08,5.97E-07
WBGene00015042,63.66734175,0,127.3346835,Inf,Inf,3.89E-06,3.57E-05
WBGene00015071,124.2430692,0,248.4861384,Inf,Inf,4.61E-11,7.08E-10
WBGene00015406,17.3489694,0,34.69793881,Inf,Inf,3.28E-07,3.48E-06
WBGene00015596,76.38400201,0,152.768004,Inf,Inf,6.32E-07,6.44E-06
WBGene00017200,23.30524487,0,46.61048974,Inf,Inf,1.14E-07,1.26E-06
WBGene00017345,70.93893198,0,141.877864,Inf,Inf,3.59E-11,5.58E-10
WBGene00018618,136.4587101,0,272.9174201,Inf,Inf,3.32E-32,1.60E-30
WBGene00019179,17179.69706,0,34359.39412,Inf,Inf,5.41E-244,3.33E-240
WBGene00019202,89.61265422,0,179.2253084,Inf,Inf,1.06E-14,2.15E-13
WBGene00019471,22.00483515,0,44.0096703,Inf,Inf,0.000465868,0.002995944
WBGene00019815,49.15554439,0,98.31108878,Inf,Inf,1.61E-05,0.000134898
WBGene00020535,308.2812746,0,616.5625492,Inf,Inf,5.93E-25,2.11E-23
WBGene00020982,13.4775889,0,26.95517781,Inf,Inf,9.78E-06,8.45E-05
WBGene00021961,11.27255137,0,22.54510274,Inf,Inf,9.54E-06,8.25E-05
WBGene00022982,49.52383715,0,99.04767431,Inf,Inf,0.00031205,0.002082395
WBGene00044086,20.14296075,0,40.28592151,Inf,Inf,4.59E-05,0.000357321
